,disease,link,overview,symptoms,remedies
56,"Toxemia, also known as
Preeclampsia",https://www.mayoclinic.org/diseases-conditions/preeclampsia/symptoms-causes/syc-20355745,"Preeclampsia is a complication of pregnancy. With preeclampsia, you might have high blood pressure, high levels of protein in urine that indicate kidney damage (proteinuria), or other signs of organ damage. Preeclampsia usually begins after 20 weeks of pregnancy in women whose blood pressure had previously been in the standard range.","['Excess protein in urine (proteinuria) or other signs of kidney problems', 'Decreased levels of platelets in blood (thrombocytopenia)', 'Increased liver enzymes that indicate liver problems', 'Severe headaches', 'Changes in vision, including temporary loss of vision, blurred vision or light sensitivity', 'Shortness of breath, caused by fluid in the lungs', 'Pain in the upper belly, usually under the ribs on the right side', 'Nausea or vomiting']",[]
57,"Toxic epidermal necrolysis, also known as
TEN",https://www.mayoclinic.org/diseases-conditions/toxic-epidermal-necrolysis/symptoms-causes/syc-20491903,"Toxic epidermal necrolysis (TEN) is a rare, life-threatening skin reaction, usually caused by a medication. It's a severe form of Stevens-Johnson syndrome (SJS). In people with SJS, TEN is diagnosed when more than 30% of the skin surface is affected and the moist linings of the body (mucous membranes) have extensive damage.","['Widespread skin pain', 'A spreading rash covering more than 30% of the body', 'Blisters and large areas of peeling skin', 'Sores, swelling and crusting on the mucous membranes, including the mouth, eyes and vagina']",[]
58,Toxic hepatitis,https://www.mayoclinic.org/diseases-conditions/toxic-hepatitis/symptoms-causes/syc-20352202,"Toxic hepatitis is an inflammation of your liver in reaction to certain substances to which you're exposed. Toxic hepatitis can be caused by alcohol, chemicals, drugs or nutritional supplements.","['Yellowing of the skin and whites of the eyes (jaundice)', 'Itching', 'Abdominal pain in the upper right portion of the abdomen', 'Fatigue', 'Loss of appetite', 'Nausea and vomiting', 'Rash', 'Fever', 'Weight loss', 'Dark or tea-colored urine']",[]
59,Toxic shock syndrome,https://www.mayoclinic.org/diseases-conditions/toxic-shock-syndrome/symptoms-causes/syc-20355384,"Toxic shock syndrome is a rare, life-threatening complication of certain types of bacterial infections. Often toxic shock syndrome results from toxins produced by Staphylococcus aureus (staph) bacteria, but the condition may also be caused by toxins produced by group A streptococcus (strep) bacteria.","['A sudden high fever', 'Low blood pressure', 'Vomiting or diarrhea', 'A rash resembling a sunburn, particularly on your palms and soles', 'Confusion', 'Muscle aches', 'Redness of your eyes, mouth and throat', 'Seizures', 'Headaches']",[]
60,Toxoplasmosis,https://www.mayoclinic.org/diseases-conditions/toxoplasmosis/symptoms-causes/syc-20356249,"Toxoplasmosis (tok-so-plaz-MOE-sis) is a disease that results from infection with the Toxoplasma gondii parasite, one of the world's most common parasites. Infection usually occurs by eating undercooked contaminated meat, exposure from infected cat feces, or mother-to-child transmission during pregnancy.","['Body aches', 'Swollen lymph nodes', 'Headache', 'Fever', 'Fatigue']",[]
61,Trachoma,https://www.mayoclinic.org/diseases-conditions/trachoma/symptoms-causes/syc-20378505,"Trachoma (truh-KOH-muh) is a bacterial infection that affects your eyes. It's caused by the bacterium Chlamydia trachomatis. Trachoma is contagious, spreading through contact with the eyes, eyelids, and nose or throat secretions of infected people. It can also be passed on by handling infected items, such as handkerchiefs.","['Mild itching and irritation of the eyes and eyelids', 'Eye discharge containing mucus or pus', 'Eyelid swelling', 'Light sensitivity (photophobia)', 'Eye pain', 'Eye redness', 'Vision loss']",[]
62,Transient global amnesia,https://www.mayoclinic.org/diseases-conditions/transient-global-amnesia/symptoms-causes/syc-20378531,"Transient global amnesia is an episode of confusion that comes on suddenly in a person who is otherwise alert. This confused state isn't caused by a more common neurological condition, such as epilepsy or stroke.","['Sudden onset of confusion that includes memory loss, seen by a witness', 'Being awake and alert and knowing who you are, despite memory loss', 'Normal cognition, such as the ability to recognize and name familiar objects and follow simple directions', ""No signs of damage to a particular area of the brain, such as being unable to move an arm or leg, movements you can't control, or problems understanding words""]",[]
63,Transient ischemic attack (TIA),https://www.mayoclinic.org/diseases-conditions/transient-ischemic-attack/symptoms-causes/syc-20355679,A transient ischemic attack (TIA) is a temporary period of symptoms similar to those of a stroke. A TIA usually lasts only a few minutes and doesn't cause permanent damage.,"['Weakness, numbness or paralysis in the face, arm or leg, typically on one side of the body', 'Slurred or garbled speech or difficulty understanding others', 'Blindness in one or both eyes or double vision', 'Vertigo or loss of balance or coordination']",[]
64,"Transposition of great vessels, also known as
Transposition of the great arteries",https://www.mayoclinic.org/diseases-conditions/transposition-of-the-great-arteries/symptoms-causes/syc-20350589,"Transposition of the great arteries (TGA) is a serious, rare heart problem in which the two main arteries leaving the heart are reversed (transposed). The condition is present at birth (congenital heart defect).","['Blue color of the skin (cyanosis)', 'Shortness of breath', 'Weak pulse', 'Lack of appetite', 'Poor weight gain']",[]
65,Transposition of the great arteries,https://www.mayoclinic.org/diseases-conditions/transposition-of-the-great-arteries/symptoms-causes/syc-20350589,"Transposition of the great arteries (TGA) is a serious, rare heart problem in which the two main arteries leaving the heart are reversed (transposed). The condition is present at birth (congenital heart defect).","['Blue color of the skin (cyanosis)', 'Shortness of breath', 'Weak pulse', 'Lack of appetite', 'Poor weight gain']",[]
66,Transverse myelitis,https://www.mayoclinic.org/diseases-conditions/transverse-myelitis/symptoms-causes/syc-20354726,Transverse myelitis is an inflammation of both sides of one section of the spinal cord. This neurological disorder often damages the insulating material covering nerve cell fibers (myelin).,"[""Pain. Transverse myelitis pain may begin suddenly in your lower back. Sharp pain may shoot down your legs or arms or around your chest or abdomen. Pain symptoms vary based on the part of your spinal cord that's affected."", 'Abnormal sensations. Some people with transverse myelitis report sensations of numbness, tingling, coldness or burning. Some are especially sensitive to the light touch of clothing or to extreme heat or cold. You may feel as if something is tightly wrapping the skin of your chest, abdomen or legs.', ""Weakness in your arms or legs. Some people notice heaviness in the legs, or that they're stumbling or dragging one foot. Others may develop severe weakness or even total paralysis."", 'Bladder and bowel problems. This may include needing to urinate more frequently, urinary incontinence, difficulty urinating and constipation.']",[]
67,Traumatic brain injury,https://www.mayoclinic.org/diseases-conditions/traumatic-brain-injury/symptoms-causes/syc-20378557,"Traumatic brain injury usually results from a violent blow or jolt to the head or body. An object that goes through brain tissue, such as a bullet or shattered piece of skull, also can cause traumatic brain injury.","['Headache', 'Nausea or vomiting', 'Fatigue or drowsiness', 'Problems with speech', 'Dizziness or loss of balance']",[]
68,"Traumatic grief, also known as
Complicated grief",https://www.mayoclinic.org/diseases-conditions/complicated-grief/symptoms-causes/syc-20360374,"Losing a loved one is one of the most distressing and, unfortunately, common experiences people face. Most people experiencing normal grief and bereavement have a period of sorrow, numbness, and even guilt and anger. Gradually these feelings ease, and it's possible to accept loss and move forward.","['Intense sorrow, pain and rumination over the loss of your loved one', ""Focus on little else but your loved one's death"", 'Extreme focus on reminders of the loved one or excessive avoidance of reminders', 'Intense and persistent longing or pining for the deceased', 'Problems accepting the death', 'Numbness or detachment', 'Bitterness about your loss', 'Feeling that life holds no meaning or purpose', 'Lack of trust in others', 'Inability to enjoy life or think back on positive experiences with your loved one']",[]
69,Traveler's diarrhea,https://www.mayoclinic.org/diseases-conditions/travelers-diarrhea/symptoms-causes/syc-20352182,"Traveler's diarrhea is a digestive tract disorder that commonly causes loose stools and abdominal cramps. It's caused by eating contaminated food or drinking contaminated water. Fortunately, traveler's diarrhea usually isn't serious in most people — it's just unpleasant.","['Abrupt onset of passage of three or more looser watery stools a day', 'An urgent need to defecate', 'Abdominal cramps', 'Nausea', 'Vomiting', 'Fever']","['A fever of 102 F (39 C) or higher', 'Persistent vomiting', 'Signs of severe dehydration, including a dry mouth, muscle cramps, decreased urine output, dizziness or fatigue']"
70,Trichinosis,https://www.mayoclinic.org/diseases-conditions/trichinosis/symptoms-causes/syc-20378583,"Trichinosis (trik-ih-NO-sis), sometimes called trichinellosis (trik-ih-nuh-LOW-sis), is a type of roundworm infection. These roundworm parasites (trichinella) use a host body to live and reproduce. These parasites infect animals such as bears, cougars, walruses, foxes, wild boars and domestic pigs. You get the infection by eating the immature form of the roundworm (larvae) in raw or undercooked meat.","['Diarrhea', 'Stomach (abdominal) pain', 'Severe tiredness and weakness (fatigue)', 'Nausea and vomiting']",[]
71,Trichomoniasis,https://www.mayoclinic.org/diseases-conditions/trichomoniasis/symptoms-causes/syc-20378609,"Trichomoniasis is a common sexually transmitted infection caused by a parasite. In women, trichomoniasis can cause a foul-smelling vaginal discharge, genital itching and painful urination.","['A large amount of a thin, often foul-smelling discharge from the vagina — which might be clear, white, gray, yellow or green', 'Genital redness, burning and itching', 'Pain with urination or sex', 'Discomfort over the lower stomach area']",[]
72,Trichotillomania (hair-pulling disorder),https://www.mayoclinic.org/diseases-conditions/trichotillomania/symptoms-causes/syc-20355188,"Trichotillomania (trik-o-til-o-MAY-nee-uh), also called hair-pulling disorder, is a mental disorder that involves recurrent, irresistible urges to pull out hair from your scalp, eyebrows or other areas of your body, despite trying to stop.","['Repeatedly pulling your hair out, typically from your scalp, eyebrows or eyelashes, but sometimes from other body areas, and sites may vary over time', 'An increasing sense of tension before pulling, or when you try to resist pulling', 'A sense of pleasure or relief after the hair is pulled', 'Noticeable hair loss, such as shortened hair or thinned or bald areas on the scalp or other areas of your body, including sparse or missing eyelashes or eyebrows', 'Preference for specific types of hair, rituals that accompany hair pulling or patterns of hair pulling', 'Biting, chewing or eating pulled-out hair', 'Playing with pulled-out hair or rubbing it across your lips or face', 'Repeatedly trying to stop pulling out your hair or trying to do it less often without success', 'Significant distress or problems at work, school or in social situations related to pulling out your hair']",[]
73,Tricuspid atresia,https://www.mayoclinic.org/diseases-conditions/tricuspid-atresia/symptoms-causes/syc-20368392,"Tricuspid atresia is a heart defect present at birth (congenital) in which a valve (tricuspid valve) between two of the heart's chambers isn't formed. Instead, there's solid tissue between the chambers, which restricts blood flow and causes the right lower heart chamber (ventricle) to be underdeveloped.","['Blue tinge to the skin and lips (cyanosis)', 'Difficulty breathing', 'Tiring easily, especially during feedings', 'Slow growth and poor weight gain']","[""Strive for good nutrition. Your baby might not be getting enough calories because of tiring during feeding and an increased need for calories. It's often helpful to give your baby frequent, small feedings.\nBreast milk is an excellent source of nutrition, but if your baby isn't getting enough nutrition because of tiring during feeding, your doctor might prescribe a special high-calorie formula. Some babies might need to be fed through a feeding tube."", ""Preventive antibiotics. Your or your child's cardiologist will likely recommend preventive antibiotics be taken before certain dental and other procedures to prevent bacteria from infecting the inner lining of the heart (infective endocarditis).\nPracticing good oral hygiene — brushing and flossing teeth, getting regular dental checkups — also helps prevent infection."", ""Stay active. Encourage as much normal play and activity as you or your child can tolerate or as your doctor recommends, with ample opportunity for rest. Staying active helps your or your child's heart stay fit."", 'Keep up with routine medical and well-child care. Standard immunizations are encouraged for children with congenital heart defects, as well as vaccines against the flu, pneumonia and respiratory syncytial virus infections. Your child should take all medications as prescribed.', ""Keep follow-up appointments with your or your child's doctor. Your child will need at least annual appointments with a doctor trained in congenital heart conditions. Your child's doctor is likely to recommend several tests to evaluate your or your child's heart condition.""]"
74,Tricuspid valve disease,https://www.mayoclinic.org/diseases-conditions/tricuspid-valve-disease/symptoms-causes/syc-20350609,"Tricuspid valve disease is a type of heart valve disease (valvular heart disease). The valve between the two right heart chambers (right ventricle and right atrium) doesn't work properly. As a result, the heart must work harder to send blood to the lungs and the rest of the body.",[],[]
75,Tricuspid valve regurgitation,https://www.mayoclinic.org/diseases-conditions/tricuspid-valve-regurgitation/symptoms-causes/syc-20350168,"Tricuspid valve regurgitation is a type of heart valve disease in which the valve between the two right heart chambers (right ventricle and right atrium) doesn't close properly. As a result, blood leaks backward into the upper right chamber (right atrium).","['Fatigue', 'Irregular heart rhythms (arrhythmias)', 'Pulsing in the neck', 'Shortness of breath with activity', 'Swelling in the belly area (abdomen), legs or neck veins']","['Eat a heart-healthy diet. Eat a variety of fruits and vegetables, whole grains, and lean proteins. Avoid saturated fats and trans fats, sugar, salt, and refined grains.', ""Exercise. Exercise can help improve heart health. However, check with your health care provider before you begin an exercise plan, especially if you're interested in participating in competitive sports. The amount and type of exercise your health care provider recommends for you may depend on your condition, if you have other heart valve conditions and if your condition is caused by other conditions."", ""Prevent heart infections. If you have had a heart valve replaced, your health care provider may recommend that you take antibiotics before dental procedures to prevent an infection of the heart's inner lining (infective endocarditis). Ask your health care provider if you need antibiotics before dental procedures."", ""Prepare for pregnancy. If you have tricuspid valve regurgitation and you're thinking about becoming pregnant, talk with your health care provider first. If you have severe tricuspid valve regurgitation, you'll need to be monitored by a doctor trained in heart conditions (cardiologist) and a medical team experienced in treating women with heart valve conditions during pregnancy.\nIf tricuspid valve regurgitation is due to a congenital heart condition, such as Ebstein anomaly, you need to be evaluated by a doctor trained in congenital heart disease."", 'See your health care provider regularly. Schedule regular checkups with your cardiologist or primary care provider. Let your health care provider know if you have any changes in your signs or symptoms.']"
76,Trigeminal neuralgia,https://www.mayoclinic.org/diseases-conditions/trigeminal-neuralgia/symptoms-causes/syc-20353344,"Trigeminal neuralgia is a condition that causes painful sensations similar to an electric shock on one side of the face. This chronic pain condition affects the trigeminal nerve, which carries sensation from your face to your brain. If you have trigeminal neuralgia, even mild stimulation of your face — such as from brushing your teeth or putting on makeup — may trigger a jolt of excruciating pain.","['Episodes of severe, shooting or jabbing pain that may feel like an electric shock', 'Spontaneous attacks of pain or attacks triggered by things such as touching the face, chewing, speaking or brushing teeth', 'Attacks of pain lasting from a few seconds to several minutes', 'Pain that occurs with facial spasms', 'Bouts of multiple attacks lasting days, weeks, months or longer — some people have periods when they experience no pain', 'Pain in areas supplied by the trigeminal nerve, including the cheek, jaw, teeth, gums, lips, or less often the eye and forehead', 'Pain affecting one side of the face at a time', 'Pain focused in one spot or spread in a wider pattern', 'Pain rarely occurring at night while sleeping', 'Attacks that become more frequent and intense over time']",[]
77,Trigger finger,https://www.mayoclinic.org/diseases-conditions/trigger-finger/symptoms-causes/syc-20365100,Trigger finger is a condition in which one of your fingers gets stuck in a bent position. Your finger may bend or straighten with a snap — like a trigger being pulled and released.,"['Finger stiffness, particularly in the morning', 'A popping or clicking sensation as you move your finger', 'Tenderness or a bump (nodule) in the palm at the base of the affected finger', 'Finger catching or locking in a bent position, which suddenly pops straight', 'Finger locked in a bent position, which you are unable to straighten']",[]
78,Triple X syndrome,https://www.mayoclinic.org/diseases-conditions/triple-x-syndrome/symptoms-causes/syc-20350977,"Triple X syndrome, also called trisomy X or 47,XXX, is a genetic disorder that affects about 1 in 1,000 females. Females normally have two X chromosomes in all cells — one X chromosome from each parent. In triple X syndrome, a female has three X chromosomes.","['Delayed development of speech and language skills, as well as motor skills, such as sitting up and walking', 'Learning disabilities, such as difficulty with reading, understanding or math', 'Behavioral problems, such as attention-deficit/hyperactivity disorder (ADHD) or symptoms of autism spectrum disorder', 'Psychological problems, such as anxiety and depression', 'Problems with fine and gross motor skills, memory, judgment and information processing']",[]
79,"Trisomy 21 syndrome, also known as
Down syndrome",https://www.mayoclinic.org/diseases-conditions/down-syndrome/symptoms-causes/syc-20355977,Down syndrome is a genetic disorder caused when abnormal cell division results in an extra full or partial copy of chromosome 21. This extra genetic material causes the developmental changes and physical features of Down syndrome.,"['Flattened face', 'Small head', 'Short neck', 'Protruding tongue', 'Upward slanting eye lids (palpebral fissures)', 'Unusually shaped or small ears', 'Poor muscle tone', 'Broad, short hands with a single crease in the palm', 'Relatively short fingers and small hands and feet', 'Excessive flexibility', ""Tiny white spots on the colored part (iris) of the eye called Brushfield's spots"", 'Short height']",[]
80,"Trisomy X, also known as
Triple X syndrome",https://www.mayoclinic.org/diseases-conditions/triple-x-syndrome/symptoms-causes/syc-20350977,"Triple X syndrome, also called trisomy X or 47,XXX, is a genetic disorder that affects about 1 in 1,000 females. Females normally have two X chromosomes in all cells — one X chromosome from each parent. In triple X syndrome, a female has three X chromosomes.","['Delayed development of speech and language skills, as well as motor skills, such as sitting up and walking', 'Learning disabilities, such as difficulty with reading, understanding or math', 'Behavioral problems, such as attention-deficit/hyperactivity disorder (ADHD) or symptoms of autism spectrum disorder', 'Psychological problems, such as anxiety and depression', 'Problems with fine and gross motor skills, memory, judgment and information processing']",[]
81,"Trouble swallowing, also known as
Dysphagia",https://www.mayoclinic.org/diseases-conditions/dysphagia/symptoms-causes/syc-20372028,"Dysphagia is difficulty swallowing — taking more time and effort to move food or liquid from your mouth to your stomach. Dysphagia can be painful. In some cases, swallowing is impossible.","['Pain while swallowing', 'Inability to swallow', 'A sensation of food getting stuck in the throat or chest or behind the breastbone (sternum)', 'Drooling', 'Hoarseness', 'Food coming back up (regurgitation)', 'Frequent heartburn', 'Food or stomach acid backing up into the throat', 'Weight loss', 'Coughing or gagging when swallowing']","['Changing your eating habits. Try eating smaller, more frequent meals. Cut your food into smaller pieces, chew food thoroughly and eat more slowly. If you have difficulty swallowing liquids, there are products you can buy to thicken liquids.', 'Trying foods with different textures to see if some cause you more trouble. Thin liquids, such as coffee and juice, are a problem for some people, and sticky foods, such as peanut butter or caramel, can make swallowing difficult. Avoid foods that cause you trouble.', 'Limiting alcohol and caffeine. These can dry your mouth and throat, making swallowing more difficult.']"
82,Truncus arteriosus,https://www.mayoclinic.org/diseases-conditions/truncus-arteriosus/symptoms-causes/syc-20364247,"Truncus arteriosus (TRUNG-kus ahr-teer-e-O-sus) is a rare heart defect that's present at birth (congenital). If you or your baby has truncus arteriosus, it means that one large blood vessel leads out of the heart. Normally, there are two separate vessels coming out of the heart.","['Blue coloring of the skin', 'Poor feeding', 'Pounding heart', 'Excessive sleepiness', 'Poor growth', 'Shortness of breath', 'Rapid breathing']",[]
83,Tuberculosis,https://www.mayoclinic.org/diseases-conditions/tuberculosis/symptoms-causes/syc-20351250,Tuberculosis (TB) is a potentially serious infectious disease that mainly affects the lungs. The bacteria that cause tuberculosis are spread from person to person through tiny droplets released into the air via coughs and sneezes.,"[""Latent TB. You have a TB infection, but the bacteria in your body are inactive and cause no symptoms. Latent TB, also called inactive TB or TB infection, isn't contagious. Latent TB can turn into active TB, so treatment is important."", 'Active TB. Also called TB disease, this condition makes you sick and, in most cases, can spread to others. It can occur weeks or years after infection with the TB bacteria.']",[]
84,Tuberous sclerosis,https://www.mayoclinic.org/diseases-conditions/tuberous-sclerosis/symptoms-causes/syc-20365969,"Tuberous sclerosis (TWO-bur-uhs skluh-ROH-sis), also called tuberous sclerosis complex, is an uncommon genetic disorder that causes noncancerous (benign) tumors — unexpected overgrowths of normal tissue — to develop in many parts of the body. Signs and symptoms vary widely, depending on where the growths develop and how severely a person is affected.","['Skin abnormalities. Most people with tuberous sclerosis have patches of light-colored skin, or they may develop small, harmless areas of thickened, smooth skin or reddish bumps under or around the nails. Facial growths that begin in childhood and resemble acne also are common.', 'Seizures. Growths in the brain may be associated with seizures, which can be the first symptom of tuberous sclerosis. In small children, a common type of seizure called infantile spasm shows up as repetitive spasms of the head and legs.', 'Cognitive disabilities. Tuberous sclerosis can be associated with developmental delays and sometimes intellectual disability or learning disabilities. Mental health disorders, such as autism spectrum disorder or attention-deficit/hyperactivity disorder (ADHD), also can occur.', 'Behavioral problems. Common behavioral problems may include hyperactivity, self-injury or aggression, or issues with social and emotional adjustment.', 'Kidney problems. Most people with tuberous sclerosis develop noncancerous growths on their kidneys, and they may develop more growths as they age.', 'Heart issues. Growths in the heart, if present, are usually largest at birth and shrink as the child gets older.', 'Lung problems. Growths that develop in the lungs may cause coughing or shortness of breath, especially with physical activity or exercise. These benign lung tumors occur more often in women than in men.', ""Eye abnormalities. Growths can appear as white patches on the light-sensitive tissue at the back of the eye (retina). These noncancerous growths don't always interfere with vision.""]",[]
85,Tularemia,https://www.mayoclinic.org/diseases-conditions/tularemia/symptoms-causes/syc-20378635,,[],[]
86,"Tumor, salivary gland, also known as
Salivary gland tumors",https://www.mayoclinic.org/diseases-conditions/salivary-gland-cancer/symptoms-causes/syc-20354151,Salivary gland tumors are growths of abnormal cells (tumors) that begin in the salivary glands. Salivary gland tumors are rare.,"['A lump or swelling on or near your jaw or in your neck or mouth', 'Numbness in part of your face', 'Muscle weakness on one side of your face', 'Persistent pain in the area of a salivary gland', 'Difficulty swallowing', 'Trouble opening your mouth widely']","['Brush your teeth several times each day. Use a soft-bristled toothbrush and gently brush your teeth several times each day. Tell your doctor if your mouth becomes too sensitive to tolerate gentle brushing.', 'Rinse your mouth with warm salt water after meals. Make a mild solution of warm water and salt. Rinse your mouth with this solution after each meal.', 'Keep your mouth moistened with water or sugarless candies. Drink water throughout the day to keep your mouth moistened. Also try sugarless gum or sugarless candies to stimulate your mouth to produce saliva.', 'Choose moist foods. Avoid dry foods. Moisten dry food with sauce, gravy, broth, butter or milk.', ""Avoid acidic or spicy foods and drinks. Choose foods and drinks that won't irritate your mouth. Avoid caffeinated and alcoholic beverages.""]"
87,Turner syndrome,https://www.mayoclinic.org/diseases-conditions/turner-syndrome/symptoms-causes/syc-20360782,"Turner syndrome, a condition that affects only females, results when one of the X chromosomes (sex chromosomes) is missing or partially missing. Turner syndrome can cause a variety of medical and developmental problems, including short height, failure of the ovaries to develop and heart defects.","['Large fluid collection on the back of the neck or other abnormal fluid collections (edema)', 'Heart abnormalities', 'Abnormal kidneys']",[]
88,"Tympanic membrane perforation, also known as
Ruptured eardrum (perforated eardrum)",https://www.mayoclinic.org/diseases-conditions/ruptured-eardrum/symptoms-causes/syc-20351879,A ruptured eardrum (tympanic membrane perforation) is a hole or tear in the thin tissue that separates the ear canal from the middle ear (eardrum).,"['Ear pain that may subside quickly', 'Mucuslike, pus-filled or bloody drainage from the ear', 'Hearing loss', 'Ringing in the ear (tinnitus)', 'Spinning sensation (vertigo)', 'Nausea or vomiting that can result from vertigo']","['Keeping the ear dry. Place a waterproof silicone earplug or cotton ball coated with petroleum jelly in the ear when showering or bathing.', 'Refraining from cleaning the ears. Give the eardrum time to heal completely.', 'Avoiding blowing your nose. The pressure created when blowing your nose can damage the healing eardrum.']"
89,Type 1 diabetes,https://www.mayoclinic.org/diseases-conditions/type-1-diabetes/symptoms-causes/syc-20353011,"Type 1 diabetes, once known as juvenile diabetes or insulin-dependent diabetes, is a chronic condition. In this condition, the pancreas makes little or no insulin. Insulin is a hormone the body uses to allow sugar (glucose) to enter cells to produce energy.","['Feeling more thirsty than usual', 'Urinating a lot', 'Bed-wetting in children who have never wet the bed during the night', 'Feeling very hungry', 'Losing weight without trying', 'Feeling irritable or having other mood changes', 'Feeling tired and weak', 'Having blurry vision']","['Make a commitment to manage your diabetes. Take your medications as recommended. Learn all you can about type 1 diabetes. Make healthy eating and physical activity part of your daily routine. Establish a relationship with a diabetes educator. Ask your health care team for help.', 'Identify yourself. Wear a tag or bracelet that says you are living with diabetes. Keep a glucagon kit nearby in case of a low blood sugar emergency. Make sure your friends and loved ones know how to use the kit.', ""Schedule a yearly physical exam and regular eye exams. Your regular diabetes checkups aren't meant to replace yearly physicals or routine eye exams. During the physical, your provider will look for any diabetes-related complications. Your provider will also look for other medical problems. Your eye care specialist will check for signs of eye complications, such as retina damage, cataracts and glaucoma."", ""Keep your vaccinations up to date. High blood sugar can weaken the immune system. Get a flu shot every year. Your provider will likely recommend the pneumonia vaccine, too. They may also recommend getting the COVID-19 vaccine.\nThe Centers for Disease Control and Prevention (CDC) recommends hepatitis B vaccination if you haven't had it before and you're an adult between the ages of 19 and 59 years with type 1 or type 2 diabetes. The CDC recommends vaccination as soon as possible after diagnosis with type 1 or type 2 diabetes. If you are age 60 or older and have diabetes and haven't received the vaccine, talk to your provider about whether it's right for you."", ""Pay attention to your feet. Wash your feet daily in lukewarm water. Dry them gently, especially between the toes. Moisturize your feet with lotion. Check your feet every day for blisters, cuts, sores, redness or swelling. Consult your provider if you have a sore or other foot problem that doesn't heal."", 'Keep your blood pressure and cholesterol under control. Eating healthy foods and exercising regularly can help control high blood pressure and cholesterol. Medication also may be needed.', 'If you smoke or use other forms of tobacco, ask your provider to help you quit. Smoking increases your risk of diabetes complications. These include heart attack, stroke, nerve damage and kidney disease. Talk to your provider about ways to stop smoking or to stop using other types of tobacco.', 'If you drink alcohol, do so responsibly. Alcohol can cause either high or low blood sugar. It depends on how much you drink and if you eat at the same time. If you choose to drink, do so only in moderation and always with a meal. Check your blood sugar levels before going to sleep.', ""Take stress seriously. The hormones the body produces when you're under long-term stress may prevent insulin from working properly. This can stress and frustrate you even more. Take a step back and set some limits. Prioritize your tasks. Learn ways to relax. Get plenty of sleep.""]"
90,Type 1 diabetes in children,https://www.mayoclinic.org/diseases-conditions/type-1-diabetes-in-children/symptoms-causes/syc-20355306,"Type 1 diabetes in children is a condition in which your child's body no longer produces an important hormone (insulin). Your child needs insulin to survive, so the missing insulin needs to be replaced with injections or with an insulin pump. Type 1 diabetes in children used to be known as juvenile diabetes or insulin-dependent diabetes.","['Increased thirst', 'Frequent urination, possibly bed-wetting in a toilet-trained child', 'Extreme hunger', 'Unintentional weight loss', 'Fatigue', 'Irritability or behavior changes', 'Fruity-smelling breath']","['Encourage him or her to take an increasingly active role in diabetes management', 'Stress the importance of lifelong diabetes care', 'Teach your child how to test his or her blood sugar and inject insulin', 'Help your child make wise food choices', 'Encourage your child to remain physically active', 'Foster a relationship between your child and his or her diabetes treatment team', 'Make sure your child wears a medical identification tag']"
91,Type 2 diabetes,https://www.mayoclinic.org/diseases-conditions/type-2-diabetes/symptoms-causes/syc-20351193,"Type 2 diabetes is an impairment in the way the body regulates and uses sugar (glucose) as a fuel. This long-term (chronic) condition results in too much sugar circulating in the bloodstream. Eventually, high blood sugar levels can lead to disorders of the circulatory, nervous and immune systems.","['Increased thirst', 'Frequent urination', 'Increased hunger', 'Unintended weight loss', 'Fatigue', 'Blurred vision', 'Slow-healing sores', 'Frequent infections', 'Numbness or tingling in the hands or feet', 'Areas of darkened skin, usually in the armpits and neck']","['Commit to managing your diabetes. Learn all you can about type 2 diabetes. Make healthy eating and physical activity part of your daily routine.', 'Work with your team. Establish a relationship with a diabetes educator, and ask your diabetes treatment team for help when you need it.', 'Identify yourself. Wear a necklace or bracelet that says you are living with diabetes, especially if you take insulin or other blood sugar-lowering medication.', ""Schedule a yearly physical exam and regular eye exams. Your regular diabetes checkups aren't meant to replace regular physicals or routine eye exams."", ""Keep your vaccinations up to date. High blood sugar can weaken your immune system. Get a flu shot every year. Your health care provider may also recommend the pneumonia vaccine. The Centers for Disease Control and Prevention (CDC) also recommends the hepatitis B vaccination if you haven't previously received this vaccine and you're 19 to 59 years old."", 'Take care of your teeth. Diabetes may leave you prone to more-serious gum infections. Brush and floss your teeth regularly and schedule recommended dental exams. Consult your dentist right away if your gums bleed or look red or swollen.', ""Pay attention to your feet. Wash your feet daily in lukewarm water, dry them gently, especially between the toes, and moisturize them with lotion. Check your feet every day for blisters, cuts, sores, redness and swelling. Consult your health care provider if you have a sore or other foot problem that isn't healing."", 'Keep your blood pressure and cholesterol under control. Eating healthy foods and exercising regularly can go a long way toward controlling high blood pressure and cholesterol. Take medication as prescribed.', 'If you smoke or use other types of tobacco, ask your health care provider to help you quit. Smoking increases your risk of various diabetes complications. Talk to your health care provider about ways to stop smoking tobacco.', 'Use alcohol sparingly. Depending on the type of drink, alcohol may lower or raise blood sugar levels. If you choose to drink alcohol, only do so with a meal. The recommendation is no more than one drink daily for women and no more than two drinks daily for men. Check your blood sugar frequently after consuming alcohol.']"
