name,link
"Crib death, also known as
Sudden infant death syndrome (SIDS)",https://www.mayoclinic.org/diseases-conditions/sudden-infant-death-syndrome/symptoms-causes/syc-20352800
Crohn's disease,https://www.mayoclinic.org/diseases-conditions/crohns-disease/symptoms-causes/syc-20353304
Croup,https://www.mayoclinic.org/diseases-conditions/croup/symptoms-causes/syc-20350348
"CRPS, also known as
Complex regional pain syndrome",https://www.mayoclinic.org/diseases-conditions/crps-complex-regional-pain-syndrome/symptoms-causes/syc-20371151
Cryoglobulinemia,https://www.mayoclinic.org/diseases-conditions/cryoglobulinemia/symptoms-causes/syc-20371244
"Cryptorchidism, also known as
Undescended testicle",https://www.mayoclinic.org/diseases-conditions/undescended-testicle/symptoms-causes/syc-20351995
CSF leak (Cerebrospinal fluid leak),https://www.mayoclinic.org/diseases-conditions/csf-leak/symptoms-causes/syc-20522246
"CTCL, also known as
Cutaneous T-cell lymphoma",https://www.mayoclinic.org/diseases-conditions/cutaneous-t-cell-lymphoma/symptoms-causes/syc-20351056
"Curvature of the penis, also known as
Peyronie's disease",https://www.mayoclinic.org/diseases-conditions/peyronies-disease/symptoms-causes/syc-20353468
"Curvature of the spine, also known as
Scoliosis",https://www.mayoclinic.org/diseases-conditions/scoliosis/symptoms-causes/syc-20350716
Cushing syndrome,https://www.mayoclinic.org/diseases-conditions/cushing-syndrome/symptoms-causes/syc-20351310
Cutaneous B-cell lymphoma,https://www.mayoclinic.org/diseases-conditions/cutaneous-b-cell-lymphoma/cdc-20352953
Cutaneous T-cell lymphoma,https://www.mayoclinic.org/diseases-conditions/cutaneous-t-cell-lymphoma/symptoms-causes/syc-20351056
"Cutting/self-injury, also known as
Self-injury/cutting",https://www.mayoclinic.org/diseases-conditions/self-injury/symptoms-causes/syc-20350950
"CVA, also known as
Stroke",https://www.mayoclinic.org/diseases-conditions/stroke/symptoms-causes/syc-20350113
Cyclic vomiting syndrome,https://www.mayoclinic.org/diseases-conditions/cyclic-vomiting-syndrome/symptoms-causes/syc-20352161
Cyclospora infection,https://www.mayoclinic.org/diseases-conditions/cyclospora/symptoms-causes/syc-20353068
Cyclothymia (cyclothymic disorder),https://www.mayoclinic.org/diseases-conditions/cyclothymia/symptoms-causes/syc-20371275
"Cyclothymic disorder, also known as
Cyclothymia (cyclothymic disorder)",https://www.mayoclinic.org/diseases-conditions/cyclothymia/symptoms-causes/syc-20371275
"Cyst, Bartholin's, also known as
Bartholin's cyst",https://www.mayoclinic.org/diseases-conditions/bartholin-cyst/symptoms-causes/syc-20369976
"Cyst, ganglion, also known as
Ganglion cyst",https://www.mayoclinic.org/diseases-conditions/ganglion-cyst/symptoms-causes/syc-20351156
"Cyst, kidney, also known as
Kidney cysts",https://www.mayoclinic.org/diseases-conditions/kidney-cysts/symptoms-causes/syc-20374134
"Cyst, ovarian, also known as
Ovarian cysts",https://www.mayoclinic.org/diseases-conditions/ovarian-cysts/symptoms-causes/syc-20353405
"Cyst, pancreatic, also known as
Pancreatic cysts",https://www.mayoclinic.org/diseases-conditions/pancreatic-cysts/symptoms-causes/syc-20375993
"Cyst, pilonidal, also known as
Pilonidal cyst",https://www.mayoclinic.org/diseases-conditions/pilonidal-cyst/symptoms-causes/syc-20376329
"Cyst, spermatic, also known as
Spermatocele",https://www.mayoclinic.org/diseases-conditions/spermatocele/symptoms-causes/syc-20377829
Cystic fibrosis,https://www.mayoclinic.org/diseases-conditions/cystic-fibrosis/symptoms-causes/syc-20353700
Cystitis,https://www.mayoclinic.org/diseases-conditions/cystitis/symptoms-causes/syc-20371306
"Cystitis, interstitial, also known as
Interstitial cystitis",https://www.mayoclinic.org/diseases-conditions/interstitial-cystitis/symptoms-causes/syc-20354357
"Cystocele, also known as
Anterior vaginal prolapse (cystocele)",https://www.mayoclinic.org/diseases-conditions/cystocele/symptoms-causes/syc-20369452
"Cysts, epidermoid, also known as
Epidermoid cysts",https://www.mayoclinic.org/diseases-conditions/epidermoid-cysts/symptoms-causes/syc-20352701
"Cysts, sebaceous, also known as
Epidermoid cysts",https://www.mayoclinic.org/diseases-conditions/epidermoid-cysts/symptoms-causes/syc-20352701
Cytomegalovirus (CMV) infection,https://www.mayoclinic.org/diseases-conditions/cmv/symptoms-causes/syc-20355358
"Cytomegalovirus infection, also known as
Cytomegalovirus (CMV) infection",https://www.mayoclinic.org/diseases-conditions/cmv/symptoms-causes/syc-20355358
Dandruff,https://www.mayoclinic.org/diseases-conditions/dandruff/symptoms-causes/syc-20353850
"Daytime sleepiness, also known as
Narcolepsy",https://www.mayoclinic.org/diseases-conditions/narcolepsy/symptoms-causes/syc-20375497
"DCIS, also known as
Ductal carcinoma in situ (DCIS)",https://www.mayoclinic.org/diseases-conditions/dcis/symptoms-causes/syc-20371889
"DDH, also known as
Hip dysplasia",https://www.mayoclinic.org/diseases-conditions/hip-dysplasia/symptoms-causes/syc-20350209
De Quervain tenosynovitis,https://www.mayoclinic.org/diseases-conditions/de-quervain-tenosynovitis/symptoms-causes/syc-20371332
"Decreased tear production, also known as
Dry eyes",https://www.mayoclinic.org/diseases-conditions/dry-eyes/symptoms-causes/syc-20371863
Deep vein thrombosis (DVT),https://www.mayoclinic.org/diseases-conditions/deep-vein-thrombosis/symptoms-causes/syc-20352557
"Deer-fly fever, also known as
Tularemia",https://www.mayoclinic.org/diseases-conditions/tularemia/symptoms-causes/syc-20378635
"Deficient color vision, also known as
Color blindness",https://www.mayoclinic.org/diseases-conditions/poor-color-vision/symptoms-causes/syc-20354988
"Degenerative arthritis, also known as
Osteoarthritis",https://www.mayoclinic.org/diseases-conditions/osteoarthritis/symptoms-causes/syc-20351925
Dehydration,https://www.mayoclinic.org/diseases-conditions/dehydration/symptoms-causes/syc-20354086
Delayed ejaculation,https://www.mayoclinic.org/diseases-conditions/delayed-ejaculation/symptoms-causes/syc-20371358
"Delayed gastric emptying, also known as
Gastroparesis",https://www.mayoclinic.org/diseases-conditions/gastroparesis/symptoms-causes/syc-20355787
Delayed sleep phase,https://www.mayoclinic.org/diseases-conditions/delayed-sleep-phase/symptoms-causes/syc-20353340
Delirium,https://www.mayoclinic.org/diseases-conditions/delirium/symptoms-causes/syc-20371386
Dementia,https://www.mayoclinic.org/diseases-conditions/dementia/symptoms-causes/syc-20352013
"Dementia, frontotemporal, also known as
Frontotemporal dementia",https://www.mayoclinic.org/diseases-conditions/frontotemporal-dementia/symptoms-causes/syc-20354737
"Dementia, Lewy body, also known as
Lewy body dementia",https://www.mayoclinic.org/diseases-conditions/lewy-body-dementia/symptoms-causes/syc-20352025
"Dementia, vascular, also known as
Vascular dementia",https://www.mayoclinic.org/diseases-conditions/vascular-dementia/symptoms-causes/syc-20378793
Dengue fever,https://www.mayoclinic.org/diseases-conditions/dengue-fever/symptoms-causes/syc-20353078
"Dengue hemorrhagic fever, also known as
Dengue fever",https://www.mayoclinic.org/diseases-conditions/dengue-fever/symptoms-causes/syc-20353078
"Dependence, nicotine, also known as
Nicotine dependence",https://www.mayoclinic.org/diseases-conditions/nicotine-dependence/symptoms-causes/syc-20351584
Depersonalization-derealization disorder,https://www.mayoclinic.org/diseases-conditions/depersonalization-derealization-disorder/symptoms-causes/syc-20352911
Depression (major depressive disorder),https://www.mayoclinic.org/diseases-conditions/depression/symptoms-causes/syc-20356007
"Depression, postpartum, also known as
Postpartum depression",https://www.mayoclinic.org/diseases-conditions/postpartum-depression/symptoms-causes/syc-20376617
"Depression, teen, also known as
Teen depression",https://www.mayoclinic.org/diseases-conditions/teen-depression/symptoms-causes/syc-20350985
Dermatitis,https://www.mayoclinic.org/diseases-conditions/dermatitis-eczema/symptoms-causes/syc-20352380
"Dermatitis, atopic, also known as
Atopic dermatitis (eczema)",https://www.mayoclinic.org/diseases-conditions/atopic-dermatitis-eczema/symptoms-causes/syc-20353273
"Dermatitis, cercarial, also known as
Swimmer's itch",https://www.mayoclinic.org/diseases-conditions/swimmers-itch/symptoms-causes/syc-20355043
"Dermatitis, contact, also known as
Contact dermatitis",https://www.mayoclinic.org/diseases-conditions/contact-dermatitis/symptoms-causes/syc-20352742
"Dermatitis, scratch, also known as
Neurodermatitis",https://www.mayoclinic.org/diseases-conditions/neurodermatitis/symptoms-causes/syc-20375634
"Dermatitis, seborrheic, also known as
Seborrheic dermatitis",https://www.mayoclinic.org/diseases-conditions/seborrheic-dermatitis/symptoms-causes/syc-20352710
Dermatofibrosarcoma protuberans,https://www.mayoclinic.org/diseases-conditions/dermatofibrosarcoma-protuberans/cdc-20352949
Dermatographia,https://www.mayoclinic.org/diseases-conditions/dermatographia/symptoms-causes/syc-20371411
Dermatomyositis,https://www.mayoclinic.org/diseases-conditions/dermatomyositis/symptoms-causes/syc-20353188
"Dermatophytosis, also known as
Athlete's foot",https://www.mayoclinic.org/diseases-conditions/athletes-foot/symptoms-causes/syc-20353841
Desmoid tumors,https://www.mayoclinic.org/diseases-conditions/desmoid-tumors/symptoms-causes/syc-20355083
Desmoplastic small round cell tumors,https://www.mayoclinic.org/diseases-conditions/dsrct/symptoms-causes/syc-20355405
"Detached retina, also known as
Retinal detachment",https://www.mayoclinic.org/diseases-conditions/retinal-detachment/symptoms-causes/syc-20351344
"Developmental dysplasia of the hip, also known as
Hip dysplasia",https://www.mayoclinic.org/diseases-conditions/hip-dysplasia/symptoms-causes/syc-20350209
Deviated septum,https://www.mayoclinic.org/diseases-conditions/deviated-septum/symptoms-causes/syc-20351710
"Devic's disease, also known as
Neuromyelitis optica",https://www.mayoclinic.org/diseases-conditions/neuromyelitis-optica/symptoms-causes/syc-20375652
"DFSP, also known as
Dermatofibrosarcoma protuberans",https://www.mayoclinic.org/diseases-conditions/dermatofibrosarcoma-protuberans/cdc-20352949
Diabetes,https://www.mayoclinic.org/diseases-conditions/diabetes/symptoms-causes/syc-20371444
Diabetes insipidus,https://www.mayoclinic.org/diseases-conditions/diabetes-insipidus/symptoms-causes/syc-20351269
"Diabetes mellitus, also known as
Diabetes",https://www.mayoclinic.org/diseases-conditions/diabetes/symptoms-causes/syc-20371444
"Diabetes, gestational, also known as
Gestational diabetes",https://www.mayoclinic.org/diseases-conditions/gestational-diabetes/symptoms-causes/syc-20355339
"Diabetes, type 1, also known as
Type 1 diabetes",https://www.mayoclinic.org/diseases-conditions/type-1-diabetes/symptoms-causes/syc-20353011
"Diabetes, type 1 in children, also known as
Type 1 diabetes in children",https://www.mayoclinic.org/diseases-conditions/type-1-diabetes-in-children/symptoms-causes/syc-20355306
"Diabetes, type 2, also known as
Type 2 diabetes",https://www.mayoclinic.org/diseases-conditions/type-2-diabetes/symptoms-causes/syc-20351193
"Diabetes, type 2 in children, also known as
Type 2 diabetes in children",https://www.mayoclinic.org/diseases-conditions/type-2-diabetes-in-children/symptoms-causes/syc-20355318
Diabetic coma,https://www.mayoclinic.org/diseases-conditions/diabetic-coma/symptoms-causes/syc-20371475
Diabetic hypoglycemia,https://www.mayoclinic.org/diseases-conditions/diabetic-hypoglycemia/symptoms-causes/syc-20371525
Diabetic ketoacidosis,https://www.mayoclinic.org/diseases-conditions/diabetic-ketoacidosis/symptoms-causes/syc-20371551
Diabetic nephropathy (kidney disease),https://www.mayoclinic.org/diseases-conditions/diabetic-nephropathy/symptoms-causes/syc-20354556
Diabetic neuropathy,https://www.mayoclinic.org/diseases-conditions/diabetic-neuropathy/symptoms-causes/syc-20371580
Diabetic retinopathy,https://www.mayoclinic.org/diseases-conditions/diabetic-retinopathy/symptoms-causes/syc-20371611
Diaper rash,https://www.mayoclinic.org/diseases-conditions/diaper-rash/symptoms-causes/syc-20371636
Diarrhea,https://www.mayoclinic.org/diseases-conditions/diarrhea/symptoms-causes/syc-20352241
"Diarrhea, antibiotic-associated, also known as
Antibiotic-associated diarrhea",https://www.mayoclinic.org/diseases-conditions/antibiotic-associated-diarrhea/symptoms-causes/syc-20352231
"Diarrhea, traveler's, also known as
Traveler's diarrhea",https://www.mayoclinic.org/diseases-conditions/travelers-diarrhea/symptoms-causes/syc-20352182
"Difficulty speaking, also known as
Voice disorders",https://www.mayoclinic.org/diseases-conditions/voice-disorders/symptoms-causes/syc-20353022
"Difficulty swallowing, also known as
Dysphagia",https://www.mayoclinic.org/diseases-conditions/dysphagia/symptoms-causes/syc-20372028
Diffuse idiopathic skeletal hyperostosis (DISH),https://www.mayoclinic.org/diseases-conditions/diffuse-idiopathic-skeletal-hyperostosis/symptoms-causes/syc-20371661
DiGeorge syndrome (22q11.2 deletion syndrome),https://www.mayoclinic.org/diseases-conditions/digeorge-syndrome/symptoms-causes/syc-20353543
Dilated cardiomyopathy,https://www.mayoclinic.org/diseases-conditions/dilated-cardiomyopathy/symptoms-causes/syc-20353149
Diphtheria,https://www.mayoclinic.org/diseases-conditions/diphtheria/symptoms-causes/syc-20351897
"DISH, also known as
Diffuse idiopathic skeletal hyperostosis (DISH)",https://www.mayoclinic.org/diseases-conditions/diffuse-idiopathic-skeletal-hyperostosis/symptoms-causes/syc-20371661
Dislocated shoulder,https://www.mayoclinic.org/diseases-conditions/dislocated-shoulder/symptoms-causes/syc-20371715
"Dissecting aneurysm, also known as
Aortic dissection",https://www.mayoclinic.org/diseases-conditions/aortic-dissection/symptoms-causes/syc-20369496
Dissociative disorders,https://www.mayoclinic.org/diseases-conditions/dissociative-disorders/symptoms-causes/syc-20355215
Diverticulitis,https://www.mayoclinic.org/diseases-conditions/diverticulitis/symptoms-causes/syc-20371758
Dizziness,https://www.mayoclinic.org/diseases-conditions/dizziness/symptoms-causes/syc-20371787
Double uterus,https://www.mayoclinic.org/diseases-conditions/double-uterus/symptoms-causes/syc-20352261
Double-outlet right ventricle,https://www.mayoclinic.org/diseases-conditions/double-outlet-right-ventricle/cdc-20389537
Down syndrome,https://www.mayoclinic.org/diseases-conditions/down-syndrome/symptoms-causes/syc-20355977
Dressler syndrome,https://www.mayoclinic.org/diseases-conditions/dresslers-syndrome/symptoms-causes/syc-20371811
"Drop foot, also known as
Foot drop",https://www.mayoclinic.org/diseases-conditions/foot-drop/symptoms-causes/syc-20372628
Drug addiction (substance use disorder),https://www.mayoclinic.org/diseases-conditions/drug-addiction/symptoms-causes/syc-20365112
Drug allergy,https://www.mayoclinic.org/diseases-conditions/drug-allergy/symptoms-causes/syc-20371835
Dry eyes,https://www.mayoclinic.org/diseases-conditions/dry-eyes/symptoms-causes/syc-20371863
Dry macular degeneration,https://www.mayoclinic.org/diseases-conditions/dry-macular-degeneration/symptoms-causes/syc-20350375
Dry mouth,https://www.mayoclinic.org/diseases-conditions/dry-mouth/symptoms-causes/syc-20356048
Dry skin,https://www.mayoclinic.org/diseases-conditions/dry-skin/symptoms-causes/syc-20353885
Dry socket,https://www.mayoclinic.org/diseases-conditions/dry-socket/symptoms-causes/syc-20354376
"DSPS, also known as
Delayed sleep phase",https://www.mayoclinic.org/diseases-conditions/delayed-sleep-phase/symptoms-causes/syc-20353340
"DSRCT, also known as
Desmoplastic small round cell tumors",https://www.mayoclinic.org/diseases-conditions/dsrct/symptoms-causes/syc-20355405
Ductal carcinoma in situ (DCIS),https://www.mayoclinic.org/diseases-conditions/dcis/symptoms-causes/syc-20371889
Dumping syndrome,https://www.mayoclinic.org/diseases-conditions/dumping-syndrome/symptoms-causes/syc-20371915
"Dunbar syndrome, also known as
Median arcuate ligament syndrome (MALS)",https://www.mayoclinic.org/diseases-conditions/median-arcuate-ligament-syndrome-mals/symptoms-causes/syc-20505001
Dupuytren's contracture,https://www.mayoclinic.org/diseases-conditions/dupuytrens-contracture/symptoms-causes/syc-20371943
Dural arteriovenous fistulas,https://www.mayoclinic.org/diseases-conditions/dural-arteriovenous-fistulas/symptoms-causes/syc-20364280
Dust mite allergy,https://www.mayoclinic.org/diseases-conditions/dust-mites/symptoms-causes/syc-20352173
"DVT, also known as
Deep vein thrombosis (DVT)",https://www.mayoclinic.org/diseases-conditions/deep-vein-thrombosis/symptoms-causes/syc-20352557
Dwarfism,https://www.mayoclinic.org/diseases-conditions/dwarfism/symptoms-causes/syc-20371969
Dysarthria,https://www.mayoclinic.org/diseases-conditions/dysarthria/symptoms-causes/syc-20371994
Dyshidrosis,https://www.mayoclinic.org/diseases-conditions/dyshidrosis/symptoms-causes/syc-20352342
Dyslexia,https://www.mayoclinic.org/diseases-conditions/dyslexia/symptoms-causes/syc-20353552
"Dysmenorrhea, also known as
Menstrual cramps",https://www.mayoclinic.org/diseases-conditions/menstrual-cramps/symptoms-causes/syc-20374938
"Dyspareunia, also known as
Painful intercourse (dyspareunia)",https://www.mayoclinic.org/diseases-conditions/painful-intercourse/symptoms-causes/syc-20375967
"Dyspepsia, also known as
Indigestion",https://www.mayoclinic.org/diseases-conditions/indigestion/symptoms-causes/syc-20352211
Dysphagia,https://www.mayoclinic.org/diseases-conditions/dysphagia/symptoms-causes/syc-20372028
"Dysphonia, also known as
Voice disorders",https://www.mayoclinic.org/diseases-conditions/voice-disorders/symptoms-causes/syc-20353022
"Dysrhythmias, also known as
Heart arrhythmia",https://www.mayoclinic.org/diseases-conditions/heart-arrhythmia/symptoms-causes/syc-20350668
"Dysthymia, also known as
Persistent depressive disorder (dysthymia)",https://www.mayoclinic.org/diseases-conditions/persistent-depressive-disorder/symptoms-causes/syc-20350929
Dystonia,https://www.mayoclinic.org/diseases-conditions/dystonia/symptoms-causes/syc-20350480
"Dystonia, cervical, also known as
Cervical dystonia",https://www.mayoclinic.org/diseases-conditions/cervical-dystonia/symptoms-causes/syc-20354123
E. coli,https://www.mayoclinic.org/diseases-conditions/e-coli/symptoms-causes/syc-20372058
Ear infection (middle ear),https://www.mayoclinic.org/diseases-conditions/ear-infections/symptoms-causes/syc-20351616
"Ear infection, outer ear, also known as
Swimmer's ear",https://www.mayoclinic.org/diseases-conditions/swimmers-ear/symptoms-causes/syc-20351682
"Eardrum, ruptured, also known as
Ruptured eardrum (perforated eardrum)",https://www.mayoclinic.org/diseases-conditions/ruptured-eardrum/symptoms-causes/syc-20351879
"Early puberty, also known as
Precocious puberty",https://www.mayoclinic.org/diseases-conditions/precocious-puberty/symptoms-causes/syc-20351811
Earwax blockage,https://www.mayoclinic.org/diseases-conditions/earwax-blockage/symptoms-causes/syc-20353004
Eating disorders,https://www.mayoclinic.org/diseases-conditions/eating-disorders/symptoms-causes/syc-20353603
"Eating disorders, anorexia, also known as
Anorexia nervosa",https://www.mayoclinic.org/diseases-conditions/anorexia-nervosa/symptoms-causes/syc-20353591
"Eating disorders, binge eating, also known as
Binge-eating disorder",https://www.mayoclinic.org/diseases-conditions/binge-eating-disorder/symptoms-causes/syc-20353627
"Eating disorders, bulimia, also known as
Bulimia nervosa",https://www.mayoclinic.org/diseases-conditions/bulimia/symptoms-causes/syc-20353615
Ebstein anomaly,https://www.mayoclinic.org/diseases-conditions/ebsteins-anomaly/symptoms-causes/syc-20352127
"Ectopic heartbeat, also known as
Premature ventricular contractions (PVCs)",https://www.mayoclinic.org/diseases-conditions/premature-ventricular-contractions/symptoms-causes/syc-20376757
Ectopic pregnancy,https://www.mayoclinic.org/diseases-conditions/ectopic-pregnancy/symptoms-causes/syc-20372088
Ectropion,https://www.mayoclinic.org/diseases-conditions/ectropion/symptoms-causes/syc-20351164
"Eczema, also known as
Atopic dermatitis (eczema)",https://www.mayoclinic.org/diseases-conditions/atopic-dermatitis-eczema/symptoms-causes/syc-20353273
"Eczema, dyshidrotic, also known as
Dyshidrosis",https://www.mayoclinic.org/diseases-conditions/dyshidrosis/symptoms-causes/syc-20352342
"ED, also known as
Erectile dysfunction",https://www.mayoclinic.org/diseases-conditions/erectile-dysfunction/symptoms-causes/syc-20355776
Edema,https://www.mayoclinic.org/diseases-conditions/edema/symptoms-causes/syc-20366493
"Edema, pulmonary, also known as
Pulmonary edema",https://www.mayoclinic.org/diseases-conditions/pulmonary-edema/symptoms-causes/syc-20377009
Egg allergy,https://www.mayoclinic.org/diseases-conditions/egg-allergy/symptoms-causes/syc-20372115
Ehlers-Danlos syndrome,https://www.mayoclinic.org/diseases-conditions/ehlers-danlos-syndrome/symptoms-causes/syc-20362125
Ehrlichiosis and anaplasmosis,https://www.mayoclinic.org/diseases-conditions/ehrlichiosis/symptoms-causes/syc-20372142
Eisenmenger syndrome,https://www.mayoclinic.org/diseases-conditions/eisenmenger-syndrome/symptoms-causes/syc-20350580
Elevated blood pressure,https://www.mayoclinic.org/diseases-conditions/prehypertension/symptoms-causes/syc-20376703
"Embolism, pulmonary, also known as
Pulmonary embolism",https://www.mayoclinic.org/diseases-conditions/pulmonary-embolism/symptoms-causes/syc-20354647
Embryonal tumors,https://www.mayoclinic.org/diseases-conditions/embryonal-tumor/cdc-20367985
Emphysema,https://www.mayoclinic.org/diseases-conditions/emphysema/symptoms-causes/syc-20355555
Encephalitis,https://www.mayoclinic.org/diseases-conditions/encephalitis/symptoms-causes/syc-20356136
Encopresis,https://www.mayoclinic.org/diseases-conditions/encopresis/symptoms-causes/syc-20354494
"End stage kidney failure, also known as
End-stage renal disease",https://www.mayoclinic.org/diseases-conditions/end-stage-renal-disease/symptoms-causes/syc-20354532
"Endocardial cushion defect, also known as
Atrioventricular canal defect",https://www.mayoclinic.org/diseases-conditions/atrioventricular-canal-defect/symptoms-causes/syc-20361492
Endocarditis,https://www.mayoclinic.org/diseases-conditions/endocarditis/symptoms-causes/syc-20352576
Endometrial cancer,https://www.mayoclinic.org/diseases-conditions/endometrial-cancer/symptoms-causes/syc-20352461
"Endometrial polyps, also known as
Uterine polyps",https://www.mayoclinic.org/diseases-conditions/uterine-polyps/symptoms-causes/syc-20378709
Endometriosis,https://www.mayoclinic.org/diseases-conditions/endometriosis/symptoms-causes/syc-20354656
End-stage renal disease,https://www.mayoclinic.org/diseases-conditions/end-stage-renal-disease/symptoms-causes/syc-20354532
"Enlarged breasts in men, also known as
Enlarged breasts in men (gynecomastia)",https://www.mayoclinic.org/diseases-conditions/gynecomastia/symptoms-causes/syc-20351793
Enlarged breasts in men (gynecomastia),https://www.mayoclinic.org/diseases-conditions/gynecomastia/symptoms-causes/syc-20351793
Enlarged heart,https://www.mayoclinic.org/diseases-conditions/enlarged-heart/symptoms-causes/syc-20355436
Enlarged liver,https://www.mayoclinic.org/diseases-conditions/enlarged-liver/symptoms-causes/syc-20372167
"Enlarged prostate, also known as
Benign prostatic hyperplasia (BPH)",https://www.mayoclinic.org/diseases-conditions/benign-prostatic-hyperplasia/symptoms-causes/syc-20370087
Enlarged spleen (splenomegaly),https://www.mayoclinic.org/diseases-conditions/enlarged-spleen/symptoms-causes/syc-20354326
"Enlarged thyroid, also known as
Goiter",https://www.mayoclinic.org/diseases-conditions/goiter/symptoms-causes/syc-20351829
Entropion,https://www.mayoclinic.org/diseases-conditions/entropion/symptoms-causes/syc-20351125
Eosinophilic esophagitis,https://www.mayoclinic.org/diseases-conditions/eosinophilic-esophagitis/symptoms-causes/syc-20372197
"Eosinophilic granulomatosis with polyangiitis , also known as
Churg-Strauss syndrome",https://www.mayoclinic.org/diseases-conditions/churg-strauss-syndrome/symptoms-causes/syc-20353760
Ependymoma,https://www.mayoclinic.org/diseases-conditions/ependymoma/cdc-20350144
"Epicondylitis, lateral, also known as
Tennis elbow",https://www.mayoclinic.org/diseases-conditions/tennis-elbow/symptoms-causes/syc-20351987
Epidermoid cysts,https://www.mayoclinic.org/diseases-conditions/epidermoid-cysts/symptoms-causes/syc-20352701
Epidermolysis bullosa,https://www.mayoclinic.org/diseases-conditions/epidermolysis-bullosa/symptoms-causes/syc-20361062
Epididymitis,https://www.mayoclinic.org/diseases-conditions/epididymitis/symptoms-causes/syc-20363853
Epiglottitis,https://www.mayoclinic.org/diseases-conditions/epiglottitis/symptoms-causes/syc-20372227
Epilepsy,https://www.mayoclinic.org/diseases-conditions/epilepsy/symptoms-causes/syc-20350093
"Epilepsy, frontal lobe, also known as
Frontal lobe seizures",https://www.mayoclinic.org/diseases-conditions/frontal-lobe-seizures/symptoms-causes/syc-20353958
Epithelioid sarcoma,https://www.mayoclinic.org/diseases-conditions/epithelioid-sarcoma/cdc-20392420
Erectile dysfunction,https://www.mayoclinic.org/diseases-conditions/erectile-dysfunction/symptoms-causes/syc-20355776
"Erythema infectiosum, also known as
Parvovirus infection",https://www.mayoclinic.org/diseases-conditions/parvovirus-infection/symptoms-causes/syc-20376085
"Erythema multiforme major, also known as
Stevens-Johnson syndrome",https://www.mayoclinic.org/diseases-conditions/stevens-johnson-syndrome/symptoms-causes/syc-20355936
"Escherichia coli infection, also known as
E. coli",https://www.mayoclinic.org/diseases-conditions/e-coli/symptoms-causes/syc-20372058
"Esophageal achalasia, also known as
Achalasia",https://www.mayoclinic.org/diseases-conditions/achalasia/symptoms-causes/syc-20352850
Esophageal cancer,https://www.mayoclinic.org/diseases-conditions/esophageal-cancer/symptoms-causes/syc-20356084
Esophageal spasms,https://www.mayoclinic.org/diseases-conditions/esophageal-spasms/symptoms-causes/syc-20372250
Esophageal varices,https://www.mayoclinic.org/diseases-conditions/esophageal-varices/symptoms-causes/syc-20351538
Esophagitis,https://www.mayoclinic.org/diseases-conditions/esophagitis/symptoms-causes/syc-20361224
Essential thrombocythemia,https://www.mayoclinic.org/diseases-conditions/essential-thrombocythemia/symptoms-causes/syc-20361064
Essential tremor,https://www.mayoclinic.org/diseases-conditions/essential-tremor/symptoms-causes/syc-20350534
Esthesioneuroblastoma,https://www.mayoclinic.org/diseases-conditions/esthesioneuroblastoma/symptoms-causes/syc-20351075
Ewing sarcoma,https://www.mayoclinic.org/diseases-conditions/ewing-sarcoma/symptoms-causes/syc-20351071
"Excess facial hair in women, also known as
Hirsutism",https://www.mayoclinic.org/diseases-conditions/hirsutism/symptoms-causes/syc-20354935
"Excess growth hormone, also known as
Acromegaly",https://www.mayoclinic.org/diseases-conditions/acromegaly/symptoms-causes/syc-20351222
"Excessive daytime sleepiness, also known as
Narcolepsy",https://www.mayoclinic.org/diseases-conditions/narcolepsy/symptoms-causes/syc-20375497
"Excessive menstrual bleeding, also known as
Menorrhagia (heavy menstrual bleeding)",https://www.mayoclinic.org/diseases-conditions/menorrhagia/symptoms-causes/syc-20352829
Exercise headaches,https://www.mayoclinic.org/diseases-conditions/exercise-headaches/symptoms-causes/syc-20372276
Exercise-induced asthma,https://www.mayoclinic.org/diseases-conditions/exercise-induced-asthma/symptoms-causes/syc-20372300
"External otitis, also known as
Swimmer's ear",https://www.mayoclinic.org/diseases-conditions/swimmers-ear/symptoms-causes/syc-20351682
"Extrasystole, also known as
Premature ventricular contractions (PVCs)",https://www.mayoclinic.org/diseases-conditions/premature-ventricular-contractions/symptoms-causes/syc-20376757
Eye floaters,https://www.mayoclinic.org/diseases-conditions/eye-floaters/symptoms-causes/syc-20372346
Eye melanoma,https://www.mayoclinic.org/diseases-conditions/eye-melanoma/symptoms-causes/syc-20372371
"Eyelid inflammation, also known as
Blepharitis",https://www.mayoclinic.org/diseases-conditions/blepharitis/symptoms-causes/syc-20370141
Eyestrain,https://www.mayoclinic.org/diseases-conditions/eyestrain/symptoms-causes/syc-20372397
"Facial hair, excess in women, also known as
Hirsutism",https://www.mayoclinic.org/diseases-conditions/hirsutism/symptoms-causes/syc-20354935
"Facial palsy, also known as
Bell's palsy",https://www.mayoclinic.org/diseases-conditions/bells-palsy/symptoms-causes/syc-20370028
Factitious disorder,https://www.mayoclinic.org/diseases-conditions/factitious-disorder/symptoms-causes/syc-20356028
Factor V Leiden,https://www.mayoclinic.org/diseases-conditions/factor-v-leiden/symptoms-causes/syc-20372423
"Fallen arches, also known as
Flatfeet",https://www.mayoclinic.org/diseases-conditions/flatfeet/symptoms-causes/syc-20372604
"Fallot, tetralogy of, also known as
Tetralogy of Fallot",https://www.mayoclinic.org/diseases-conditions/tetralogy-of-fallot/symptoms-causes/syc-20353477
