,disease,link,overview,symptoms,remedies
483,Churg-Strauss syndrome,https://www.mayoclinic.org/diseases-conditions/churg-strauss-syndrome/symptoms-causes/syc-20353760,"Churg-Strauss syndrome is a disorder marked by blood vessel inflammation. This inflammation can restrict blood flow to organs and tissues, sometimes permanently damaging them. This condition is also known as eosinophilic granulomatosis with polyangiitis (EGPA).","['Loss of appetite and weight loss', 'Joint and muscle pain', 'Abdominal pain and gastrointestinal bleeding', 'Weakness, fatigue or a general feeling of being unwell', 'Rash or skin sores', 'Pain, numbness, and tingling in your hands and feet']","['Protect your bones. Ask your doctor how much vitamin D and calcium you need in your diet, and discuss whether you should take supplements.', ""Exercise. Exercise can help you maintain a healthy weight, which is important when you're taking corticosteroid medications that can cause weight gain. Strength training and weight-bearing exercises such as walking and jogging also help improve bone health."", 'Eat a healthy diet. Steroids can cause high blood sugar levels and, eventually, type 2 diabetes. Eat foods that help keep blood sugar stable, such as fruits, vegetables and whole grains.']"
484,Cirrhosis,https://www.mayoclinic.org/diseases-conditions/cirrhosis/symptoms-causes/syc-20351487,"Cirrhosis is a late stage of scarring (fibrosis) of the liver caused by many forms of liver diseases and conditions, such as hepatitis and chronic alcoholism.","['Fatigue', 'Easily bleeding or bruising', 'Loss of appetite', 'Nausea', 'Swelling in your legs, feet or ankles (edema)', 'Weight loss', 'Itchy skin', 'Yellow discoloration in the skin and eyes (jaundice)', 'Fluid accumulation in your abdomen (ascites)', 'Spiderlike blood vessels on your skin', 'Redness in the palms of the hands', 'For women, absent or loss of periods not related to menopause', 'For men, loss of sex drive, breast enlargement (gynecomastia) or testicular atrophy', 'Confusion, drowsiness and slurred speech (hepatic encephalopathy)']","[""Don't drink alcohol. Whether your cirrhosis was caused by chronic alcohol use or another disease, avoid alcohol. Drinking alcohol may cause further liver damage."", 'Eat a low-sodium diet. Excess salt can cause your body to retain fluids, worsening swelling in your abdomen and legs. Use herbs for seasoning your food, rather than salt. Choose prepared foods that are low in sodium.', 'Eat a healthy diet. People with cirrhosis can experience malnutrition. Combat this with a healthy plant-based diet that includes a variety of fruits and vegetables. Choose lean protein, such as legumes, poultry or fish. Avoid raw seafood.', 'Avoid infections. Cirrhosis makes it more difficult for you to fight off infections. Protect yourself by avoiding people who are sick and washing your hands frequently. Get vaccinated for hepatitis A and B, influenza, and pneumonia.', 'Use over-the-counter medications carefully. Cirrhosis makes it more difficult for your liver to process drugs. For this reason, ask your doctor before taking any medications, including nonprescription drugs. Avoid drugs such as aspirin and ibuprofen (Advil, Motrin IB, others). If you have liver damage, your doctor may recommend you avoid acetaminophen (Tylenol, others) or take it in low doses for pain relief.']"
485,"CJD, also known as
Creutzfeldt-Jakob disease",https://www.mayoclinic.org/diseases-conditions/creutzfeldt-jakob-disease/symptoms-causes/syc-20371226,"Creutzfeldt-Jakob (KROITS-felt YAH-kobe) disease (CJD) is a degenerative brain disorder that leads to dementia and, ultimately, death. Creutzfeldt-Jakob disease symptoms can be similar to those of other dementia-like brain disorders, such as Alzheimer's disease. But Creutzfeldt-Jakob disease usually progresses much more rapidly.","['Personality changes', 'Memory loss', 'Impaired thinking', 'Blurred vision or blindness', 'Insomnia', 'Incoordination', 'Difficulty speaking', 'Difficulty swallowing', 'Sudden, jerky movements']",[]
486,"CKD, also known as
Chronic kidney disease",https://www.mayoclinic.org/diseases-conditions/chronic-kidney-disease/symptoms-causes/syc-20354521,"Chronic kidney disease, also called chronic kidney failure, involves a gradual loss of kidney function. Your kidneys filter wastes and excess fluids from your blood, which are then removed in your urine. Advanced chronic kidney disease can cause dangerous levels of fluid, electrolytes and wastes to build up in your body.","['Nausea', 'Vomiting', 'Loss of appetite', 'Fatigue and weakness', 'Sleep problems', 'Urinating more or less', 'Decreased mental sharpness', 'Muscle cramps', 'Swelling of feet and ankles', 'Dry, itchy skin', ""High blood pressure (hypertension) that's difficult to control"", 'Shortness of breath, if fluid builds up in the lungs', 'Chest pain, if fluid builds up around the lining of the heart']","['Avoid products with added salt. Lower the amount of sodium you eat each day by avoiding products with added salt, including many convenience foods, such as frozen dinners, canned soups and fast foods. Other foods with added salt include salty snack foods, canned vegetables, and processed meats and cheeses.', 'Choose lower potassium foods. High-potassium foods include bananas, oranges, potatoes, spinach and tomatoes. Examples of low-potassium foods include apples, cabbage, carrots, green beans, grapes and strawberries. Be aware that many salt substitutes contain potassium, so you generally should avoid them if you have kidney failure.', 'Limit the amount of protein you eat. Your registered dietitian will estimate how many grams of protein you need each day and make recommendations based on that amount. High-protein foods include lean meats, eggs, milk, cheese and beans. Low-protein foods include vegetables, fruits, breads and cereals.']"
487,Claudication,https://www.mayoclinic.org/diseases-conditions/claudication/symptoms-causes/syc-20370952,Claudication is pain caused by too little blood flow to muscles during exercise. Most often this pain occurs in the legs after walking at a certain pace and for a certain amount of time — depending on the severity of the condition.,"['Pain, ache, discomfort or fatigue in muscles every time those muscles are used', 'Pain in the calves, thighs, buttocks, hips or feet', 'Less often, pain in shoulders, biceps and forearms', 'Pain that gets better soon after resting']","['Quit smoking. Smoking greatly increases the risk of complications of peripheral artery disease. Talk to your health care provider if you need help quitting.', 'Exercise. Follow the exercise plan recommended by your health care provider. Regular exercise is important for weight management and good heart health.', 'Eat a healthy diet. Eat plenty of low-starch vegetables, fruits and whole grains, and modest portions of lean meats, poultry, fish and low-fat dairy.', 'Foot care. Talk to your health care provider about proper foot care. Know how to inspect your feet to ensure proper and prompt treatment of injuries. Wear socks and appropriate shoes to support and protect your feet.']"
488,Cleft lip and cleft palate,https://www.mayoclinic.org/diseases-conditions/cleft-palate/symptoms-causes/syc-20370985,"Cleft lip and cleft palate are openings or splits in the upper lip, the roof of the mouth (palate) or both. Cleft lip and cleft palate result when facial structures that are developing in an unborn baby don't close completely.","['A split in the lip and roof of the mouth (palate) that affects one or both sides of the face', 'A split in the lip that appears as only a small notch in the lip or extends from the lip through the upper gum and palate into the bottom of the nose', ""A split in the roof of the mouth that doesn't affect the appearance of the face""]",[]
489,"Click-murmur syndrome, also known as
Mitral valve prolapse",https://www.mayoclinic.org/diseases-conditions/mitral-valve-prolapse/symptoms-causes/syc-20355446,Mitral valve prolapse is a type of heart valve disease that affects the valve between the left heart chambers. The flaps (leaflets) of the mitral valve are floppy. They bulge backward (prolapse) like a parachute into the heart's left upper chamber as the heart squeezes (contracts).,"['A racing or irregular heartbeat (arrhythmia)', 'Dizziness or lightheadedness', 'Difficulty breathing or shortness of breath, especially during exercise or when lying flat', 'Fatigue']","['Eat a heart-healthy diet. Eat a variety of fruits and vegetables. Choose low-fat or fat-free dairy products, poultry, fish, and whole grains. Avoid saturated and trans fat, and excess salt and sugar.', 'Maintain a healthy weight. If you are overweight or have obesity, your health care provider might recommend that you lose weight.', 'Get regular physical activity. Most people with mitral valve prolapse are able to do daily activities and exercise without restrictions. Aim to include about 30 minutes of physical activity, such as brisk walks, into your daily fitness routine. If mitral valve prolapse causes severe regurgitation, your provider may recommend certain exercise limitations.', 'Manage stress. Getting more exercise, connecting with others and practicing mindfulness are some ways to reduce stress.', 'Avoid tobacco. If you smoke, quit. Ask your health care provider about resources to help you quit smoking.']"
490,"Clinical depression, also known as
Depression (major depressive disorder)",https://www.mayoclinic.org/diseases-conditions/depression/symptoms-causes/syc-20356007,"Depression is a mood disorder that causes a persistent feeling of sadness and loss of interest. Also called major depressive disorder or clinical depression, it affects how you feel, think and behave and can lead to a variety of emotional and physical problems. You may have trouble doing normal day-to-day activities, and sometimes you may feel as if life isn't worth living.","['Feelings of sadness, tearfulness, emptiness or hopelessness', 'Angry outbursts, irritability or frustration, even over small matters', 'Loss of interest or pleasure in most or all normal activities, such as sex, hobbies or sports', 'Sleep disturbances, including insomnia or sleeping too much', 'Tiredness and lack of energy, so even small tasks take extra effort', 'Reduced appetite and weight loss or increased cravings for food and weight gain', 'Anxiety, agitation or restlessness', 'Slowed thinking, speaking or body movements', 'Feelings of worthlessness or guilt, fixating on past failures or self-blame', 'Trouble thinking, concentrating, making decisions and remembering things', 'Frequent or recurrent thoughts of death, suicidal thoughts, suicide attempts or suicide', 'Unexplained physical problems, such as back pain or headaches']","[""Stick to your treatment plan. Don't skip psychotherapy sessions or appointments. Even if you're feeling well, don't skip your medications. If you stop, depression symptoms may come back, and you could also experience withdrawal-like symptoms. Recognize that it will take time to feel better."", 'Learn about depression. Education about your condition can empower you and motivate you to stick to your treatment plan. Encourage your family to learn about depression to help them understand and support you.', 'Pay attention to warning signs. Work with your doctor or therapist to learn what might trigger your depression symptoms. Make a plan so that you know what to do if your symptoms get worse. Contact your doctor or therapist if you notice any changes in symptoms or how you feel. Ask relatives or friends to help watch for warning signs.', 'Avoid alcohol and recreational drugs. It may seem like alcohol or drugs lessen depression symptoms, but in the long run they generally worsen symptoms and make depression harder to treat. Talk with your doctor or therapist if you need help with alcohol or substance use.', ""Take care of yourself. Eat healthy, be physically active and get plenty of sleep. Consider walking, jogging, swimming, gardening or another activity that you enjoy. Sleeping well is important for both your physical and mental well-being. If you're having trouble sleeping, talk to your doctor about what you can do.""]"
491,"CLL, also known as
Chronic lymphocytic leukemia",https://www.mayoclinic.org/diseases-conditions/chronic-lymphocytic-leukemia/symptoms-causes/syc-20352428,Chronic lymphocytic leukemia (CLL) is a type of cancer of the blood and bone marrow — the spongy tissue inside bones where blood cells are made.,"['Enlarged, but painless, lymph nodes', 'Fatigue', 'Fever', 'Pain in the upper left portion of the abdomen, which may be caused by an enlarged spleen', 'Night sweats', 'Weight loss', 'Frequent infections']",[]
492,"Clostridioides difficile infection, also known as
C. difficile infection",https://www.mayoclinic.org/diseases-conditions/c-difficile/symptoms-causes/syc-20351691,Clostridioides difficile (klos-TRID-e-oi-deez dif-uh-SEEL) is a bacterium that causes an infection of the large intestine (colon). Symptoms can range from diarrhea to life-threatening damage to the colon. The bacterium is often referred to as C. difficile or C. diff.,"['Watery diarrhea three or more times a day for more than one day', 'Mild abdominal cramping and tenderness']","['Plenty of fluids. Choose fluids containing water, salt and sugar, such as diluted fruit juice, soft drinks and broths.', ""Good nutrition. If you have watery diarrhea, eat starchy foods, such as potatoes, noodles, rice, wheat and oatmeal. Other good choices are saltine crackers, bananas, soup and boiled vegetables. If you aren't hungry, you may need a liquid diet at first. After your diarrhea clears up, you may have temporary difficulty digesting milk and milk-based products.""]"
493,"Clostridium difficile infection, also known as
C. difficile infection",https://www.mayoclinic.org/diseases-conditions/c-difficile/symptoms-causes/syc-20351691,Clostridioides difficile (klos-TRID-e-oi-deez dif-uh-SEEL) is a bacterium that causes an infection of the large intestine (colon). Symptoms can range from diarrhea to life-threatening damage to the colon. The bacterium is often referred to as C. difficile or C. diff.,"['Watery diarrhea three or more times a day for more than one day', 'Mild abdominal cramping and tenderness']","['Plenty of fluids. Choose fluids containing water, salt and sugar, such as diluted fruit juice, soft drinks and broths.', ""Good nutrition. If you have watery diarrhea, eat starchy foods, such as potatoes, noodles, rice, wheat and oatmeal. Other good choices are saltine crackers, bananas, soup and boiled vegetables. If you aren't hungry, you may need a liquid diet at first. After your diarrhea clears up, you may have temporary difficulty digesting milk and milk-based products.""]"
494,Clubfoot,https://www.mayoclinic.org/diseases-conditions/clubfoot/symptoms-causes/syc-20350860,"Clubfoot describes a range of foot abnormalities usually present at birth (congenital) in which your baby's foot is twisted out of shape or position. In clubfoot, the tissues connecting the muscles to the bone (tendons) are shorter than usual. Clubfoot is a fairly common birth defect and is usually an isolated problem for an otherwise healthy newborn.","['The top of the foot is usually twisted downward and inward, increasing the arch and turning the heel inward.', ""The foot may be turned so severely that it actually looks as if it's upside down."", 'The affected leg or foot may be slightly shorter.', 'The calf muscles in the affected leg are usually underdeveloped.']",[]
495,Cluster headache,https://www.mayoclinic.org/diseases-conditions/cluster-headache/symptoms-causes/syc-20352080,"Cluster headaches, which occur in cyclical patterns or cluster periods, are one of the most painful types of headache. A cluster headache commonly awakens you in the middle of the night with intense pain in or around one eye on one side of your head.","['Excruciating pain that is generally situated in, behind or around one eye, but may radiate to other areas of your face, head and neck', 'One-sided pain', 'Restlessness', 'Excessive tearing', 'Redness of your eye on the affected side', 'Stuffy or runny nose on the affected side', 'Forehead or facial sweating on the affected side', 'Pale skin (pallor) or flushing on your face', 'Swelling around your eye on the affected side', 'Drooping eyelid on the affected side']","['Stick to a regular sleep schedule. Cluster periods can begin when there are changes in your normal sleep schedule. During a cluster period, follow your usual sleep routine.', 'Avoid alcohol. Alcohol consumption, including beer and wine, can quickly trigger a headache during a cluster period.']"
496,Coarctation of the aorta,https://www.mayoclinic.org/diseases-conditions/coarctation-of-the-aorta/symptoms-causes/syc-20352529,The aorta is the largest artery in the body. It moves oxygen-rich blood from the heart to the rest of the body. Aortic coarctation (ko-ahrk-TAY-shun) is a narrowing of the aorta. It forces the heart to pump harder to move blood through the aorta.,"['Difficulty breathing', 'Difficulty feeding', 'Heavy sweating', 'Irritability', 'Pale skin']","[""Get regular exercise. Regular exercise helps lower blood pressure. Ask your provider about whether you have any activity restrictions. Some physical activities, such as weightlifting, can temporarily raise blood pressure. Your provider may do an exam and tests to determine if it's safe to lift weights or play competitive sports."", 'Consider pregnancy carefully. Coarctation of the aorta, even after repair, may increase the risk of aortic rupture, aortic dissection or other complications during pregnancy and delivery. Before becoming pregnant, talk to your health care provider about the possible risks and complications. Together, you and your provider can discuss and plan for any special care needed during pregnancy. Careful management of blood pressure during pregnancy also is important.', 'Prevent heart infections. Bacteria can affect the inner lining of the heart or valves, causing a condition called endocarditis. If you have endocarditis or any type of congenital heart disease, talk to your dentist and other care providers about your risks and whether you need preventive antibiotics.']"
497,"Coccidioidomycosis, also known as
Valley fever",https://www.mayoclinic.org/diseases-conditions/valley-fever/symptoms-causes/syc-20378761,"Valley fever is a fungal infection caused by coccidioides (kok-sid-e-OY-deze) organisms. It can cause signs and symptoms such as a fever, cough and tiredness.","['Fever', 'Cough', 'Tiredness', 'Shortness of breath', 'Headache', 'Chills', 'Night sweats', 'Joint aches and muscle soreness', 'Red, spotty rash, mainly on lower legs but sometimes on the chest, arms and back']",[]
498,"Cold allergy, also known as
Cold urticaria",https://www.mayoclinic.org/diseases-conditions/cold-urticaria/symptoms-causes/syc-20371046,Cold urticaria (ur-tih-KAR-e-uh) is a skin reaction to cold that appears within minutes after cold exposure. Affected skin develops itchy welts (hives).,"['Temporary itchy welts (hives) on the area of skin that was exposed to cold', 'A worsening of the reaction as the skin warms', 'Swelling of hands while holding cold objects', 'Swelling of lips from consuming cold food or drink']","[""What's the most likely cause of my symptoms?"", 'What are other possible causes for my symptoms?', 'How long will these hives last?', 'What kinds of tests do I need? Do these tests require any special preparation?', 'What treatments are available? Which do you recommend?', 'Do these treatments have any side effects?', ""Is there a generic alternative to the medicine you're prescribing?"", 'I have other health problems. Are the recommended treatments compatible?', 'Do you have any brochures or other printed material I can take with me? What websites do you recommend?']"
499,"Cold exposure, also known as
Hypothermia",https://www.mayoclinic.org/diseases-conditions/hypothermia/symptoms-causes/syc-20352682,"Hypothermia is a medical emergency that occurs when your body loses heat faster than it can produce heat, causing a dangerously low body temperature. Normal body temperature is around 98.6 F (37 C). Hypothermia (hi-poe-THUR-me-uh) occurs as your body temperature falls below 95 F (35 C).","['Shivering', 'Slurred speech or mumbling', 'Slow, shallow breathing', 'Weak pulse', 'Clumsiness or lack of coordination', 'Drowsiness or very low energy', 'Confusion or memory loss', 'Loss of consciousness', 'Bright red, cold skin (in infants)']",[]
500,Cold sore,https://www.mayoclinic.org/diseases-conditions/cold-sore/symptoms-causes/syc-20371017,"Cold sores — also called fever blisters — are a common viral infection. They are tiny, fluid-filled blisters on and around your lips. These blisters are often grouped together in patches. After the blisters break, a scab forms that can last several days. Cold sores usually heal in two to three weeks without leaving a scar.","['Tingling and itching. Many people feel itching, burning or tingling around the lips for a day or so before a small, hard, painful spot appears and blisters erupt.', 'Blisters. Small fluid-filled blisters typically erupt along the border of your lips. Sometimes they appear around the nose or cheeks or inside the mouth.', 'Oozing and crusting. The small blisters may merge and then burst, leaving shallow open sores that ooze and crust over.']","['Try other cold sore remedies. Some over-the-counter preparations contain a drying agent, such as alcohol, that may speed healing.', 'Use lip balms and cream. Protect your lips from the sun with a zinc oxide cream or lip balm with sunblock. If your lips become dry, apply a moisturizing cream.', 'Apply a compress. A cold, damp cloth may reduce redness, help remove crusting and promote healing. Or try a warm compress to the blisters to ease pain.', 'Rest and try pain relievers. Take over-the-counter pain relievers if you have a fever or the cold sore is painful. Creams with lidocaine or benzocaine may offer some pain relief.']"
501,Cold urticaria,https://www.mayoclinic.org/diseases-conditions/cold-urticaria/symptoms-causes/syc-20371046,Cold urticaria (ur-tih-KAR-e-uh) is a skin reaction to cold that appears within minutes after cold exposure. Affected skin develops itchy welts (hives).,"['Temporary itchy welts (hives) on the area of skin that was exposed to cold', 'A worsening of the reaction as the skin warms', 'Swelling of hands while holding cold objects', 'Swelling of lips from consuming cold food or drink']","[""What's the most likely cause of my symptoms?"", 'What are other possible causes for my symptoms?', 'How long will these hives last?', 'What kinds of tests do I need? Do these tests require any special preparation?', 'What treatments are available? Which do you recommend?', 'Do these treatments have any side effects?', ""Is there a generic alternative to the medicine you're prescribing?"", 'I have other health problems. Are the recommended treatments compatible?', 'Do you have any brochures or other printed material I can take with me? What websites do you recommend?']"
502,"Cold, common, also known as
Common cold",https://www.mayoclinic.org/diseases-conditions/common-cold/symptoms-causes/syc-20351605,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold.","['Runny or stuffy nose', 'Sore throat', 'Cough', 'Congestion', 'Slight body aches or a mild headache', 'Sneezing', 'Low-grade fever', 'Generally feeling unwell']","['Drink plenty of fluids. Water, juice, clear broth or warm lemon water are good choices. Avoid caffeine and alcohol, which can dehydrate you.', 'Sip warm liquids. Chicken soup and other warm fluids, such as tea or warm apple juice, can be soothing and can loosen congestion. Honey may help coughs in adults and children who are older than age 1. Try it in hot tea.', ""Rest. If possible, stay home from work or school if you have a fever or a bad cough or are drowsy after taking medications. This will give you a chance to rest and heal, as well as reduce the chances that you'll spread your cold to others."", ""Adjust your room's temperature and humidity. Keep your room warm, but not overheated. If the air is dry, a cool-mist humidifier or vaporizer can moisten the air and help ease congestion and coughing. Clean your humidifier according to the manufacturer's directions to prevent the growth of bacteria and molds."", 'Soothe a sore throat. A saltwater gargle of 1/4 to 1/2 teaspoon (1250-2500 milligrams) of table salt in 4 to 8 ounces (120 to 240 milliliters) of warm water can help soothe a sore throat. Gargle the solution and then spit it out. Children younger than 6 years are unlikely to be able to gargle properly.', 'Try saline nasal drops or sprays. Saline nasal drops or sprays can keep nasal passages moist and loosen mucus. You can buy these products over-the-counter, and they can help relieve symptoms, even in children.\nIn infants and younger children, apply saline nasal drops, wait for a short period and then use a suction bulb to draw mucus out of each nostril. Insert the bulb syringe about 1/4 to 1/2 inch (6 to 12 millimeters). For older children, use a saline nasal spray or saline nasal irrigation.']"
503,Colic,https://www.mayoclinic.org/diseases-conditions/colic/symptoms-causes/syc-20371074,"Colic is frequent, prolonged and intense crying or fussiness in a healthy infant. Colic can be particularly frustrating for parents because the baby's distress occurs for no apparent reason and no amount of consoling seems to bring any relief. These episodes often occur in the evening, when parents themselves are often tired.","['Intense crying that may seem more like screaming or an expression of pain', 'Crying for no apparent reason, unlike crying to express hunger or the need for a diaper change', 'Extreme fussiness even after crying has diminished', 'Predictable timing, with episodes often occurring in the evening', 'Facial discoloring, such as skin flushing or blushing', 'Body tension, such as pulled up or stiffened legs, stiffened arms, clenched fists, arched back, or tense abdomen']",[]
504,"Colitis, ischemic, also known as
Ischemic colitis",https://www.mayoclinic.org/diseases-conditions/ischemic-colitis/symptoms-causes/syc-20374001,"Ischemic colitis occurs when blood flow to part of the large intestine (colon) is temporarily reduced, usually due to constriction of the blood vessels supplying the colon or lower flow of blood through the vessels due to low pressures. The diminished blood flow doesn't provide enough oxygen for the cells in your digestive system, which can result in tissue damage to the affected area of intestine.","['Pain, tenderness or cramping in your belly, which can occur suddenly or gradually', 'Bright red or maroon blood in your stool or, at times, passage of blood alone without stool', 'A feeling of urgency to move your bowels', 'Diarrhea', 'Nausea']",[]
505,"Colitis, microscopic, also known as
Microscopic colitis",https://www.mayoclinic.org/diseases-conditions/microscopic-colitis/symptoms-causes/syc-20351478,"Microscopic colitis is an inflammation of the large intestine (colon) that causes persistent watery diarrhea. The disorder gets its name from the fact that it's necessary to examine colon tissue under a microscope to identify it, since the tissue may appear normal with a colonoscopy or flexible sigmoidoscopy.","['Chronic watery diarrhea', 'Abdominal pain, cramps or bloating', 'Weight loss', 'Nausea', 'Fecal incontinence', 'Dehydration']","['Drink plenty of fluids. Water is best, but fluids with added sodium and potassium (electrolytes) may help as well. Try drinking broth or watered-down fruit juice. Avoid beverages that are high in sugar or sorbitol or contain alcohol or caffeine, such as coffee, tea and colas, which may aggravate your symptoms.', 'Choose soft, easy-to-digest foods. These include applesauce, bananas, melons and rice. Avoid high-fiber foods such as beans and nuts, and eat only well-cooked vegetables. If you feel as though your symptoms are improving, slowly add high-fiber foods back to your diet.', 'Eat several small meals rather than a few large meals. Spacing meals throughout the day may ease diarrhea.', 'Avoid irritating foods. Stay away from spicy, fatty or fried foods and any other foods that make your symptoms worse.']"
506,"Colitis, pseudomembranous, also known as
Pseudomembranous colitis",https://www.mayoclinic.org/diseases-conditions/pseudomembranous-colitis/symptoms-causes/syc-20351434,"Pseudomembranous (SOO-doe-mem-bruh-nus) colitis, also called antibiotic-associated colitis or C. difficile colitis, is inflammation of the colon associated with an overgrowth of the bacterium Clostridioides difficile (formerly Clostridium difficile) — often called C. diff.","['Watery diarrhea', 'Abdominal cramps, pain or tenderness', 'Fever', 'Pus or mucus in your stool', 'Nausea', 'Dehydration']","['Drink plenty of fluids. Water is best, but fluids with added sodium and potassium (electrolytes) also may be beneficial. Examples include sports drinks (Gatorade, Powerade, others), oral rehydration solutions (Pedialyte, Ceralyte, others), noncaffeinated soft drinks, broths and fruit juices. Avoid beverages that are high in sugar or contain alcohol or caffeine, such as coffee, tea and colas, which can aggravate your symptoms.', 'Avoid irritating foods. Stay away from spicy, fatty or fried foods, and any other foods that make your symptoms worse.']"
507,"Colitis, ulcerative, also known as
Ulcerative colitis",https://www.mayoclinic.org/diseases-conditions/ulcerative-colitis/symptoms-causes/syc-20353326,"Ulcerative colitis (UL-sur-uh-tiv koe-LIE-tis) is an inflammatory bowel disease (IBD) that causes inflammation and ulcers (sores) in your digestive tract. Ulcerative colitis affects the innermost lining of your large intestine, also called the colon, and rectum. In most people, symptoms usually develop over time, rather than suddenly.","['Diarrhea, often with blood or pus', 'Rectal bleeding — passing small amount of blood with stool', 'Abdominal pain and cramping', 'Rectal pain', 'Urgency to defecate', 'Inability to defecate despite urgency', 'Weight loss', 'Fatigue', 'Fever', 'In children, failure to grow']","[""Limit dairy products. Many people with inflammatory bowel disease find that problems such as diarrhea, abdominal pain and gas improve by limiting or eliminating dairy products. You may be lactose intolerant — that is, your body can't digest the milk sugar (lactose) in dairy foods. Using an enzyme product such as Lactaid may help as well."", 'Eat small meals. You may find that you feel better eating five or six small meals a day rather than two or three larger ones.', 'Drink plenty of liquids. Try to drink plenty of liquids daily. Water is best. Alcohol and beverages that contain caffeine stimulate your intestines and can make diarrhea worse, while carbonated drinks frequently produce gas.', 'Talk to a dietitian. If you begin to lose weight or your diet has become very limited, talk to a registered dietitian.']"
508,"Collapsed lung, also known as
Pneumothorax",https://www.mayoclinic.org/diseases-conditions/pneumothorax/symptoms-causes/syc-20350367,A pneumothorax (noo-moe-THOR-aks) is a collapsed lung. A pneumothorax occurs when air leaks into the space between your lung and chest wall. This air pushes on the outside of your lung and makes it collapse. A pneumothorax can be a complete lung collapse or a collapse of only a portion of the lung.,"['Chest injury. Any blunt or penetrating injury to your chest can cause lung collapse. Some injuries may happen during physical assaults or car crashes, while others may inadvertently occur during medical procedures that involve the insertion of a needle into the chest.', 'Lung disease. Damaged lung tissue is more likely to collapse. Lung damage can be caused by many types of underlying diseases, such as chronic obstructive pulmonary disease (COPD), cystic fibrosis, lung cancer or pneumonia. Cystic lung diseases, such as lymphangioleiomyomatosis and Birt-Hogg-Dube syndrome, cause round, thin-walled air sacs in the lung tissue that can rupture, resulting in pneumothorax.', 'Ruptured air blisters. Small air blisters (blebs) can develop on the top of the lungs. These air blisters sometimes burst — allowing air to leak into the space that surrounds the lungs.', 'Mechanical ventilation. A severe type of pneumothorax can occur in people who need mechanical assistance to breathe. The ventilator can create an imbalance of air pressure within the chest. The lung may collapse completely.']",[]
509,"Collapsed lung, also known as
Atelectasis",https://www.mayoclinic.org/diseases-conditions/atelectasis/symptoms-causes/syc-20369684,Atelectasis (at-uh-LEK-tuh-sis) is a complete or partial collapse of the entire lung or area (lobe) of the lung. It occurs when the tiny air sacs (alveoli) within the lung become deflated or possibly filled with alveolar fluid.,"['Difficulty breathing', 'Rapid, shallow breathing', 'Wheezing', 'Cough']",[]
510,Colon cancer,https://www.mayoclinic.org/diseases-conditions/colon-cancer/symptoms-causes/syc-20353669,Colon cancer is a type of cancer that begins in the large intestine (colon). The colon is the final part of the digestive tract.,"['A persistent change in your bowel habits, including diarrhea or constipation or a change in the consistency of your stool', 'Rectal bleeding or blood in your stool', 'Persistent abdominal discomfort, such as cramps, gas or pain', ""A feeling that your bowel doesn't empty completely"", 'Weakness or fatigue', 'Unexplained weight loss']",[]
511,Colon polyps,https://www.mayoclinic.org/diseases-conditions/colon-polyps/symptoms-causes/syc-20352875,"A colon polyp is a small clump of cells that forms on the lining of the colon. Most colon polyps are harmless. But over time, some colon polyps can develop into colon cancer, which may be fatal when found in its later stages.","['Rectal bleeding. This can be a sign of colon polyps or cancer or other conditions, such as hemorrhoids or minor tears of the anus.', 'Change in stool color. Blood can show up as red streaks in your stool or make stool appear black. A change in color may also be caused by certain foods, medications or dietary supplements.', 'Change in bowel habits. Constipation or diarrhea that lasts longer than a week may indicate the presence of a larger colon polyp or cancer. However, a number of other conditions also can cause changes in bowel habits.', 'Pain. A large colon polyp can partially obstruct your bowel, leading to crampy abdominal pain.', 'Iron deficiency anemia. Bleeding from polyps can occur slowly over time, without visible blood in your stool. Chronic bleeding robs your body of the iron needed to produce the substance that allows red blood cells to carry oxygen to your body (hemoglobin). The result is iron deficiency anemia, which can make you feel tired and short of breath.']",[]
512,"Colonic ischemia, also known as
Ischemic colitis",https://www.mayoclinic.org/diseases-conditions/ischemic-colitis/symptoms-causes/syc-20374001,"Ischemic colitis occurs when blood flow to part of the large intestine (colon) is temporarily reduced, usually due to constriction of the blood vessels supplying the colon or lower flow of blood through the vessels due to low pressures. The diminished blood flow doesn't provide enough oxygen for the cells in your digestive system, which can result in tissue damage to the affected area of intestine.","['Pain, tenderness or cramping in your belly, which can occur suddenly or gradually', 'Bright red or maroon blood in your stool or, at times, passage of blood alone without stool', 'A feeling of urgency to move your bowels', 'Diarrhea', 'Nausea']",[]
513,Color blindness,https://www.mayoclinic.org/diseases-conditions/poor-color-vision/symptoms-causes/syc-20354988,"Color blindness — or more accurately, poor or deficient color vision — is an inability to see the difference between certain colors. Though many people commonly use the term ""color blind"" for this condition, true color blindness — in which everything is seen in shades of black and white — is rare.","['Different shades of red and green', 'Different shades of blue and yellow', 'Any colors']","[""Memorize the order of colored objects. If it's important to know individual colors, such as with traffic lights, memorize the order of the colors."", 'Label colored items that you want to match with other items. Have someone with good color vision help you sort and label your clothing. Arrange your clothes in your closet or drawers so that colors that can be worn together are near each other.', 'Use technology. There are apps for phones and digital devices that can help you identify colors.']"
