,disease,link,overview,symptoms,remedies
46,Mitral valve stenosis,https://www.mayoclinic.org/diseases-conditions/mitral-valve-stenosis/symptoms-causes/syc-20353159,"Mitral valve stenosis — sometimes called mitral stenosis — is a narrowing of the heart's mitral valve. This abnormal valve doesn't open properly, blocking blood flow into the main pumping chamber of your heart (left ventricle). Mitral valve stenosis can make you tired and short of breath, among other problems.","['Shortness of breath, especially with activity or when you lie down', 'Fatigue, especially during increased activity', 'Swollen feet or legs', 'Sensations of a rapid, fluttering heartbeat (palpitations)', 'Chest discomfort or chest pain', 'Coughing up blood', 'Dizziness or fainting', 'Heart murmur', 'Fluid buildup in the lungs', 'Irregular heart rhythms (arrhythmias)']","[""Limit salt. Salt in food and drinks may increase pressure on your heart. Avoid high-sodium foods. Don't add salt to food. Read food labels and ask for low-salt dishes when eating out."", 'Maintain a healthy weight. Ask your doctor what a healthy weight is for you.', 'Cut back on alcohol and other stimulants. Heavy alcohol use, caffeine, nicotine and other stimulants can cause your heart to beat faster and worsen arrhythmias.', ""Get regular exercise. How long and hard you're able to exercise may depend on the severity of your condition and the intensity of exercise. But everyone should engage in at least low-level, regular exercise. Ask your doctor for guidance before starting to exercise, especially if you're considering competitive sports."", 'Quit smoking. If you smoke, talk to your doctor about programs and medications that can help you quit.', ""See your doctor regularly. Have regular checkups with your cardiologist or primary care doctor. If you have frequent palpitations or feel your heart racing, get medical help. Fast heart rhythms that aren't treated can quickly get worse in people with mitral valve stenosis.""]"
47,Mittelschmerz,https://www.mayoclinic.org/diseases-conditions/mittelschmerz/symptoms-causes/syc-20375122,"Mittelschmerz is one-sided, lower abdominal pain associated with ovulation. German for ""middle pain,"" mittelschmerz occurs midway through a menstrual cycle — about 14 days before your next menstrual period.","['On one side of your lower abdomen', 'Dull and achy, similar to menstrual cramps', 'Sharp and sudden', 'Accompanied by slight vaginal bleeding or discharge', 'Rarely, severe']","['Soak in a hot bath', 'Use a heating pad where the pain is']"
48,Mixed connective tissue disease,https://www.mayoclinic.org/diseases-conditions/mixed-connective-tissue-disease/symptoms-causes/syc-20375147,"Mixed connective tissue disease (MCTD) has signs and symptoms of a combination of disorders — primarily lupus, scleroderma, and polymyositis. Many people with this uncommon disease also have Sjogren's syndrome. For this reason, MCTD is sometimes called an overlap disease.","['General feeling of being unwell. This can include increased fatigue and a mild fever.', ""Cold and numb fingers or toes (Raynaud's phenomenon). In response to cold or stress, your fingers or toes might turn white and then purplish blue. After warming, the fingers or toes turn red."", 'Swollen fingers or hands. Some people have swelling of the fingers.', 'Muscle and joint pain. Joints can become inflamed, swollen and deformed, similar to what occurs with rheumatoid arthritis.', 'Rash. Red or reddish brown patches can appear over the knuckles.']","['Nonsteroidal anti-inflammatory drugs. These medications, such as ibuprofen (Advil, Motrin IB, others) or naproxen sodium (Aleve), might help relieve the pain and inflammation if your condition is mild.', ""Protecting hands from cold. Wearing gloves and taking other measures to keep your hands warm can help prevent Raynaud's phenomenon."", ""Not smoking. Smoking causes blood vessels to narrow, which can worsen the effects of Raynaud's phenomenon."", ""Reducing stress. Raynaud's phenomenon is often triggered by stress. Relaxation techniques — such as slowing and focusing on your breathing — can help reduce your stress levels.""]"
49,Molar pregnancy,https://www.mayoclinic.org/diseases-conditions/molar-pregnancy/symptoms-causes/syc-20375175,"A molar pregnancy — also known as hydatidiform mole — is a rare complication of pregnancy characterized by the abnormal growth of trophoblasts, the cells that normally develop into the placenta.","['Dark brown to bright red vaginal bleeding during the first trimester', 'Severe nausea and vomiting', 'Sometimes vaginal passage of grapelike cysts', 'Pelvic pressure or pain']",[]
50,Mold allergy,https://www.mayoclinic.org/diseases-conditions/mold-allergy/symptoms-causes/syc-20351519,"If you have a mold allergy, your immune system overreacts when you breathe in mold spores. A mold allergy can cause coughing, itchy eyes and other symptoms that make you miserable. In some people, a mold allergy is linked to asthma and exposure causes restricted breathing and other airway symptoms.","['Sneezing', 'Runny or stuffy nose', 'Cough and postnasal drip', 'Itchy eyes, nose and throat', 'Watery eyes', 'Dry, scaly skin']","['Sleep with your windows closed to keep out outdoor mold. The concentration of airborne mold spores tends to be greatest at night, when the weather is cool and damp.', 'Keep indoor humidity below 50% and correct any moisture or water damage in the home. You can measure relative humidity with a small moisture meter, available at many hardware stores.', 'Wear a dust mask over your nose and mouth to keep mold spores out if you have to rake leaves, mow your lawn or work around compost.', 'Avoid going outdoors at certain times, such as immediately after a rainstorm, in foggy or damp weather, or when the published mold count is high.']"
51,Moles,https://www.mayoclinic.org/diseases-conditions/moles/symptoms-causes/syc-20375200,"Moles (nevi) are a common type of skin growth. They often appear as small, dark brown spots and are caused by clusters of pigment-forming cells (melanocytes). Most people have 10 to 40 moles that appear during childhood and adolescence and may change in appearance or fade over time.","['Color and texture. Moles can be brown, tan, black, blue, red or pink. They can be smooth, wrinkled, flat or raised. They may have hair growing from them.', 'Shape. Most moles are oval or round.', 'Size. Moles are usually less than 1/4 inch (about 6 millimeters) in diameter — the size of a pencil eraser. Those present at birth (congenital nevi) can be bigger than usual, covering part of the face, torso or a limb.']",[]
52,Molluscum contagiosum,https://www.mayoclinic.org/diseases-conditions/molluscum-contagiosum/symptoms-causes/syc-20375226,"Molluscum contagiosum (mo-LUS-kum kun-tay-jee-OH-sum) is a fairly common skin infection caused by a virus. It causes round, firm, painless bumps ranging in size from a pinhead to a pencil eraser. If the bumps are scratched or injured, the infection can spread to nearby skin. Molluscum contagiosum also spreads through person-to-person contact and contact with infected objects.","['Raised, round, skin-colored bumps', 'Small bumps — typically under about 1/4 inch (smaller than 6 millimeters) in diameter', 'Bumps with a small dent or dot at the top near the center', 'Itchy, pink bumps', 'Bumps on the face, trunk, arms or legs of children', 'Bumps on the genitals, lower abdomen or inner thighs of adults if the infection was sexually transmitted']",[]
53,"Mono, also known as
Mononucleosis",https://www.mayoclinic.org/diseases-conditions/mononucleosis/symptoms-causes/syc-20350328,"Infectious mononucleosis (mono) is often called the kissing disease. The virus that causes mono (Epstein-Barr virus) is spread through saliva. You can get it through kissing, but you can also be exposed by sharing a glass or food utensils with someone who has mono. However, mononucleosis isn't as contagious as some infections, such as the common cold.","['Fatigue', ""Sore throat, perhaps misdiagnosed as strep throat, that doesn't get better after treatment with antibiotics"", 'Fever', 'Swollen lymph nodes in your neck and armpits', 'Swollen tonsils', 'Headache', 'Skin rash', 'Soft, swollen spleen']","['Drink plenty of water and fruit juices. Fluids help relieve a fever and sore throat and prevent dehydration.', ""Take an over-the-counter pain reliever. Use pain relievers such as acetaminophen (Tylenol, others) or ibuprofen (Advil, Motrin IB, others) as needed. These medicines have no antiviral properties. Take them only to relieve pain or a fever.\nUse caution when giving aspirin to children or teenagers. Though aspirin is approved for use in children older than age 3, children and teenagers recovering from chickenpox or flu-like symptoms should never take aspirin. This is because aspirin has been linked to Reye's syndrome, a rare but potentially life-threatening condition, in such children."", 'Gargle with salt water. Do this several times a day to relieve a sore throat. Mix 1/4 teaspoon (1.5 grams) of salt in 8 ounces (237 milliliters) of warm water.']"
54,Monoclonal gammopathy of undetermined significance (MGUS),https://www.mayoclinic.org/diseases-conditions/mgus/symptoms-causes/syc-20352362,Monoclonal gammopathy of undetermined significance (MGUS) is a condition in which an abnormal protein — known as monoclonal protein or M protein — is in your blood.,"['Age. The average age at diagnosis is 70 years.', 'Race. Africans and African Americans are more likely to experience MGUS than are white people.', 'Sex. MGUS is more common in men.', 'Family history. You may have a higher risk of MGUS if other people in your family have the condition.']",[]
55,Mononucleosis,https://www.mayoclinic.org/diseases-conditions/mononucleosis/symptoms-causes/syc-20350328,"Infectious mononucleosis (mono) is often called the kissing disease. The virus that causes mono (Epstein-Barr virus) is spread through saliva. You can get it through kissing, but you can also be exposed by sharing a glass or food utensils with someone who has mono. However, mononucleosis isn't as contagious as some infections, such as the common cold.","['Fatigue', ""Sore throat, perhaps misdiagnosed as strep throat, that doesn't get better after treatment with antibiotics"", 'Fever', 'Swollen lymph nodes in your neck and armpits', 'Swollen tonsils', 'Headache', 'Skin rash', 'Soft, swollen spleen']","['Drink plenty of water and fruit juices. Fluids help relieve a fever and sore throat and prevent dehydration.', ""Take an over-the-counter pain reliever. Use pain relievers such as acetaminophen (Tylenol, others) or ibuprofen (Advil, Motrin IB, others) as needed. These medicines have no antiviral properties. Take them only to relieve pain or a fever.\nUse caution when giving aspirin to children or teenagers. Though aspirin is approved for use in children older than age 3, children and teenagers recovering from chickenpox or flu-like symptoms should never take aspirin. This is because aspirin has been linked to Reye's syndrome, a rare but potentially life-threatening condition, in such children."", 'Gargle with salt water. Do this several times a day to relieve a sore throat. Mix 1/4 teaspoon (1.5 grams) of salt in 8 ounces (237 milliliters) of warm water.']"
56,Mood disorders,https://www.mayoclinic.org/diseases-conditions/mood-disorders/symptoms-causes/syc-20365057,"If you have a mood disorder, your general emotional state or mood is distorted or inconsistent with your circumstances and interferes with your ability to function. You may be extremely sad, empty or irritable (depressed), or you may have periods of depression alternating with being excessively happy (mania).",[],[]
57,Morning sickness,https://www.mayoclinic.org/diseases-conditions/morning-sickness/symptoms-causes/syc-20375254,"Morning sickness is nausea and vomiting that occurs during pregnancy. And, despite its name, morning sickness can strike at any time of the day or night.","['The nausea or vomiting is severe', ""You pass only a small amount of urine or it's dark in color"", ""You can't keep down liquids"", 'You feel dizzy or faint when you stand up', 'Your heart races']","['Choose foods carefully. Select foods that are high in protein, low in fat and easy to digest, and avoid greasy, spicy and fatty foods. Bland foods, such as bananas, rice, applesauce and toast may be easy to digest. Salty foods are sometimes helpful, as are foods that contain ginger — such as ginger lollipops.', ""Snack often. Before getting out of bed in the morning, eat a few soda crackers or a piece of dry toast. Nibble throughout the day, rather than eating three larger meals so that your stomach doesn't get too full. Plus, an empty stomach may make nausea worse."", 'Drink plenty of fluids. Sip water or ginger ale. Aim for six to eight cups of noncaffeinated fluids daily.', 'Pay attention to nausea triggers. Avoid foods or smells that seem to make your nausea worse.', 'Breathe fresh air. Weather permitting, open the windows in your home or workplace. Take a daily walk outdoors.', ""Take care with prenatal vitamins. If you feel queasy after taking prenatal vitamins, take the vitamins with a snack or just before bed. If these steps don't help, ask your health care provider about other ways you can get the iron and vitamins you need during pregnancy."", 'Rinse your mouth after vomiting. The acid from your stomach can damage the enamel on your teeth. If you can, rinse your mouth with a cup of water mixed with a teaspoon of baking soda. This will help neutralize the acid and protect your teeth.']"
58,Morphea,https://www.mayoclinic.org/diseases-conditions/morphea/symptoms-causes/syc-20375283,"Morphea (mor-FEE-uh) is a rare condition that causes painless, discolored patches on your skin.","['Reddish or purplish oval patches of skin, often on the belly, chest or back', 'Patches that gradually develop a lighter or whitish center', 'Linear patches, especially on the arms or legs and possibly the forehead or scalp', 'A gradual change in the affected skin, which becomes firm, thickened, dry and shiny']","[""Symptoms you've been having and for how long"", 'All medications, vitamins and supplements you take, including the doses', 'Questions to ask your doctor']"
59,Morton's neuroma,https://www.mayoclinic.org/diseases-conditions/mortons-neuroma/symptoms-causes/syc-20351935,"Morton's neuroma is a painful condition that affects the ball of your foot, most commonly the area between your third and fourth toes. Morton's neuroma may feel as if you are standing on a pebble in your shoe or on a fold in your sock.","[""A feeling as if you're standing on a pebble in your shoe"", 'A burning pain in the ball of your foot that may radiate into your toes', 'Tingling or numbness in your toes']","['Take anti-inflammatory medications. Over-the-counter nonsteroidal anti-inflammatory medications, such as ibuprofen (Advil, Motrin IB, others) and naproxen sodium (Aleve), can reduce swelling and relieve pain.', 'Try ice massage. Regular ice massage may help reduce pain. Freeze a water-filled paper cup or plastic foam cup and roll the ice over the painful site.', 'Change your footwear. Avoid high heels or tight shoes. Choose shoes with a broad toe box and extra depth.', 'Take a break. For a few weeks, reduce activities such as jogging, aerobic exercise or dancing that subject your feet to high impact.']"
60,Mosquito bites,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,"Mosquito bites are the itchy bumps that appear after mosquitoes use their mouthparts to puncture your skin and feed on your blood. The bump usually clears up on its own in a few days. Occasionally a mosquito bite causes a large area of swelling, soreness and redness. This type of reaction, most common in children, is sometimes referred to as skeeter syndrome.","['A puffy, white and reddish bump that appears a few minutes after the bite', 'A hard, itchy, reddish-brown bump, or multiple bumps, appearing a day or so after the bite or bites', 'Small blisters instead of hard bumps', 'Dark spots that look like bruises']","['Apply a lotion, cream or paste. Putting calamine lotion or nonprescription hydrocortisone cream on the bite can help ease the itch. Or try dabbing the bite with a paste made of baking soda and water. Reapply several times daily until your symptoms go away.', 'Apply a cool compress. Try soothing the bite by applying a cold pack or a cool, moist cloth for a few minutes.', 'Take an oral antihistamine. For stronger reactions, try taking a nonprescription antihistamine (Benadryl, Chlor-Trimeton, others).']"
61,Mouth cancer,https://www.mayoclinic.org/diseases-conditions/mouth-cancer/symptoms-causes/syc-20350997,Mouth cancer refers to cancer that develops in any of the parts that make up the mouth (oral cavity). Mouth cancer can occur on the:,"[""A lip or mouth sore that doesn't heal"", 'A white or reddish patch on the inside of your mouth', 'Loose teeth', 'A growth or lump inside your mouth', 'Mouth pain', 'Ear pain', 'Difficult or painful swallowing']","['Tobacco use makes treatment less effective.', 'Tobacco use makes it harder for your body to heal after surgery.', 'Tobacco use increases your risk of a cancer recurrence and of getting another cancer in the future.']"
62,Movement disorders,https://www.mayoclinic.org/diseases-conditions/movement-disorders/symptoms-causes/syc-20363893,The term movement disorders refers to a group of nervous system (neurological) conditions that cause either increased movements or reduced or slow movements. These movements may be voluntary or involuntary.,[],[]
63,Moyamoya disease,https://www.mayoclinic.org/diseases-conditions/moyamoya-disease/symptoms-causes/syc-20355586,"Moyamoya disease is a rare blood vessel (vascular) disorder in which the carotid artery in the skull becomes blocked or narrowed, reducing blood flow to your brain. Tiny blood vessels then develop at the base of the brain in an attempt to supply the brain with blood.","['Headache', 'Seizures', 'Weakness, numbness or paralysis in your face, arm or leg, typically on one side of your body', 'Visual disturbances', 'Difficulties with speaking or understanding others (aphasia)', 'Cognitive or developmental delays', 'Involuntary movements']",[]
64,MRSA infection,https://www.mayoclinic.org/diseases-conditions/mrsa/symptoms-causes/syc-20375336,Methicillin-resistant Staphylococcus aureus (MRSA) infection is caused by a type of staph bacteria that's become resistant to many of the antibiotics used to treat ordinary staph infections.,"['Warm to the touch', 'Full of pus or other drainage', 'Accompanied by a fever']",[]
65,"MS, also known as
Multiple sclerosis",https://www.mayoclinic.org/diseases-conditions/multiple-sclerosis/symptoms-causes/syc-20350269,Multiple sclerosis (MS) is a potentially disabling disease of the brain and spinal cord (central nervous system).,"['Numbness or weakness in one or more limbs that typically occurs on one side of your body at a time, or your legs and trunk', 'Electric-shock sensations that occur with certain neck movements, especially bending the neck forward (Lhermitte sign)', 'Tremor, lack of coordination or unsteady gait']","[""Get plenty of rest. Look at your sleep habits to make sure you're getting the best possible sleep. To make sure you're getting enough sleep, you may need to be evaluated — and possibly treated — for sleep disorders such as obstructive sleep apnea."", ""Exercise. If you have mild to moderate MS, regular exercise can help improve your strength, muscle tone, balance and coordination. Swimming or other water exercises are good options if you're bothered by heat. Other types of mild to moderate exercise recommended for people with MS include walking, stretching, low-impact aerobics, stationary bicycling, yoga and tai chi."", 'Cool down. MS symptoms often worsen when the body temperature rises in some people with MS. Avoiding exposure to heat and using devices such as cooling scarves or vests can be helpful.', ""Eat a balanced diet. Since there's little evidence to support a particular diet, experts recommend a generally healthy diet. Some research suggests that vitamin D may have potential benefit for people with MS."", 'Relieve stress. Stress may trigger or worsen your signs and symptoms. Yoga, tai chi, massage, meditation or deep breathing may help.']"
66,"MSA, also known as
Multiple system atrophy (MSA)",https://www.mayoclinic.org/diseases-conditions/multiple-system-atrophy/symptoms-causes/syc-20356153,"Multiple system atrophy (MSA) is a rare, degenerative neurological disorder affecting your body's involuntary (autonomic) functions, including blood pressure, and motor control.","['Stiff muscles', 'Difficulty bending your arms and legs', 'Slow movement (bradykinesia)', 'Tremors can occur at rest or when moving your arms or legs', 'Soft voice', 'Problems with posture and balance']","['Taking steps to raise your blood pressure. Add a little salt to your diet and drink more fluids, especially before exercise. Salt and fluids can increase blood volume and raise your blood pressure. Drink coffee and other caffeinated fluids to raise your blood pressure.', 'Elevating the head of your bed. Raising the head of your bed by about 4 to 6 inches will minimize increases in blood pressure when you sleep. Get up slowly from a reclining position.', 'Making dietary changes. Add more fiber to your diet in order to ease constipation. You may also benefit from over-the-counter laxatives or stool softeners. Eat small, low-carbohydrate meals.', 'Avoiding getting too hot. Stay in air-conditioned rooms on very hot days. Avoid excessive amounts of heat in the bathroom when bathing.', 'Wearing elastic support stockings up to your waist. This can help keep your blood pressure from dropping.']"
67,"Mucocutaneous lymph node syndrome, also known as
Kawasaki disease",https://www.mayoclinic.org/diseases-conditions/kawasaki-disease/symptoms-causes/syc-20354598,"Kawasaki disease causes swelling (inflammation) in children in the walls of small to medium-sized blood vessels that carry blood throughout the body. Kawasaki disease commonly leads to inflammation of the coronary arteries, which supply oxygen-rich blood to the heart.","['A rash on the main part of the body or in the genital area', 'An enlarged lymph node in the neck', 'Extremely red eyes without a thick discharge', 'Red, dry, cracked lips and an extremely red, swollen tongue', 'Swollen, red skin on the palms of the hands and the soles of the feet, with later peeling of skin on fingers and toes']",[]
68,"Mucopolysaccharidosis type II, also known as
Hunter syndrome",https://www.mayoclinic.org/diseases-conditions/hunter-syndrome/symptoms-causes/syc-20350706,"Hunter syndrome is a very rare, inherited genetic disorder caused by a missing or malfunctioning enzyme. In Hunter syndrome, the body doesn't have enough of the enzyme iduronate 2-sulfatase. This enzyme's job is to break down certain complex molecules, and without enough of this enzyme, the molecules build up in harmful amounts.","['An enlarged head', 'Thickening of the lips', 'A broad nose and flared nostrils', 'A protruding tongue', 'A deep, hoarse voice', 'Abnormal bone size or shape and other skeletal irregularities', 'A distended abdomen, as a result of enlarged internal organs', 'Chronic diarrhea', 'White skin growths that resemble pebbles', 'Joint stiffness', 'Aggressive behavior', 'Stunted growth', 'Delayed development, such as late walking or talking']",[]
69,"Multiple endocrine neoplasia type 1, also known as
Multiple endocrine neoplasia, type 1 (MEN 1)",https://www.mayoclinic.org/diseases-conditions/men-1/symptoms-causes/syc-20353064,"Multiple endocrine neoplasia, type 1 (MEN 1), sometimes called Wermer's syndrome, is a rare disorder that causes tumors in the endocrine glands and parts of the small intestine and stomach. In MEN 1, the endocrine glands — usually the parathyroids, pancreas and pituitary — grow tumors and release excessive amounts of hormones that can lead to disease. However, the tumors are usually noncancerous (benign).","['Tiredness', 'Bone pain', 'Broken bones', 'Kidney stones', 'Ulcers in the stomach or intestines']",[]
70,"Multiple endocrine neoplasia, type 1 (MEN 1)",https://www.mayoclinic.org/diseases-conditions/men-1/symptoms-causes/syc-20353064,"Multiple endocrine neoplasia, type 1 (MEN 1), sometimes called Wermer's syndrome, is a rare disorder that causes tumors in the endocrine glands and parts of the small intestine and stomach. In MEN 1, the endocrine glands — usually the parathyroids, pancreas and pituitary — grow tumors and release excessive amounts of hormones that can lead to disease. However, the tumors are usually noncancerous (benign).","['Tiredness', 'Bone pain', 'Broken bones', 'Kidney stones', 'Ulcers in the stomach or intestines']",[]
71,Multiple myeloma,https://www.mayoclinic.org/diseases-conditions/multiple-myeloma/symptoms-causes/syc-20353378,Multiple myeloma is a cancer that forms in a type of white blood cell called a plasma cell. Healthy plasma cells help you fight infections by making antibodies that recognize and attack germs.,"['Bone pain, especially in your spine or chest', 'Nausea', 'Constipation', 'Loss of appetite', 'Mental fogginess or confusion', 'Fatigue', 'Frequent infections', 'Weight loss', 'Weakness or numbness in your legs', 'Excessive thirst']",[]
72,Multiple sclerosis,https://www.mayoclinic.org/diseases-conditions/multiple-sclerosis/symptoms-causes/syc-20350269,Multiple sclerosis (MS) is a potentially disabling disease of the brain and spinal cord (central nervous system).,"['Numbness or weakness in one or more limbs that typically occurs on one side of your body at a time, or your legs and trunk', 'Electric-shock sensations that occur with certain neck movements, especially bending the neck forward (Lhermitte sign)', 'Tremor, lack of coordination or unsteady gait']","[""Get plenty of rest. Look at your sleep habits to make sure you're getting the best possible sleep. To make sure you're getting enough sleep, you may need to be evaluated — and possibly treated — for sleep disorders such as obstructive sleep apnea."", ""Exercise. If you have mild to moderate MS, regular exercise can help improve your strength, muscle tone, balance and coordination. Swimming or other water exercises are good options if you're bothered by heat. Other types of mild to moderate exercise recommended for people with MS include walking, stretching, low-impact aerobics, stationary bicycling, yoga and tai chi."", 'Cool down. MS symptoms often worsen when the body temperature rises in some people with MS. Avoiding exposure to heat and using devices such as cooling scarves or vests can be helpful.', ""Eat a balanced diet. Since there's little evidence to support a particular diet, experts recommend a generally healthy diet. Some research suggests that vitamin D may have potential benefit for people with MS."", 'Relieve stress. Stress may trigger or worsen your signs and symptoms. Yoga, tai chi, massage, meditation or deep breathing may help.']"
73,Multiple system atrophy (MSA),https://www.mayoclinic.org/diseases-conditions/multiple-system-atrophy/symptoms-causes/syc-20356153,"Multiple system atrophy (MSA) is a rare, degenerative neurological disorder affecting your body's involuntary (autonomic) functions, including blood pressure, and motor control.","['Stiff muscles', 'Difficulty bending your arms and legs', 'Slow movement (bradykinesia)', 'Tremors can occur at rest or when moving your arms or legs', 'Soft voice', 'Problems with posture and balance']","['Taking steps to raise your blood pressure. Add a little salt to your diet and drink more fluids, especially before exercise. Salt and fluids can increase blood volume and raise your blood pressure. Drink coffee and other caffeinated fluids to raise your blood pressure.', 'Elevating the head of your bed. Raising the head of your bed by about 4 to 6 inches will minimize increases in blood pressure when you sleep. Get up slowly from a reclining position.', 'Making dietary changes. Add more fiber to your diet in order to ease constipation. You may also benefit from over-the-counter laxatives or stool softeners. Eat small, low-carbohydrate meals.', 'Avoiding getting too hot. Stay in air-conditioned rooms on very hot days. Avoid excessive amounts of heat in the bathroom when bathing.', 'Wearing elastic support stockings up to your waist. This can help keep your blood pressure from dropping.']"
74,Multisystem inflammatory syndrome in children (MIS-C),https://www.mayoclinic.org/diseases-conditions/mis-c-in-kids-covid-19/symptoms-causes/syc-20502550,"Multisystem inflammatory syndrome in children (MIS-C) is a serious condition that appears to be linked to coronavirus disease 2019 (COVID-19). Most children who become infected with the COVID-19 virus have only a mild illness. But in children who go on to develop MIS-C, some organs and tissues — such as the heart, lungs, blood vessels, kidneys, digestive system, brain, skin or eyes — become severely inflamed. Signs and symptoms depend on which areas of the body are affected.","['Fever that lasts 24 hours or longer', 'Vomiting', 'Diarrhea', 'Pain in the stomach', 'Skin rash', 'Feeling unusually tired', 'Fast heartbeat', 'Rapid breathing', 'Red eyes', 'Redness or swelling of the lips and tongue', 'Redness or swelling of the hands or feet', 'Headache, dizziness or lightheadedness', 'Enlarged lymph nodes']",[]
75,Mumps,https://www.mayoclinic.org/diseases-conditions/mumps/symptoms-causes/syc-20375361,Mumps is a viral infection that primarily affects saliva-producing (salivary) glands that are located near your ears. Mumps can cause swelling in one or both of these glands.,"['Pain in the swollen salivary glands on one or both sides of your face', 'Pain while chewing or swallowing', 'Fever', 'Headache', 'Muscle aches', 'Weakness and fatigue', 'Loss of appetite']","['Isolate yourself or your child to prevent spreading the disease to others. Someone with mumps may be contagious up to five days after the onset of signs and symptoms.', 'Take over-the-counter pain relievers such as acetaminophen (Tylenol, others) or a nonsteroidal anti-inflammatory drug such as ibuprofen (Advil, Motrin IB, others) to ease symptoms.', 'Use a warm or cold compress to ease the pain of swollen glands.', 'Wear an athletic supporter and use cold compresses to ease the pain of tender testicles.', 'Avoid foods that require lots of chewing. Try broth-based soups or soft foods, such as mashed potatoes or oatmeal.', 'Avoid sour foods, such as citrus fruits or juices, which stimulate saliva production.', 'Drink plenty of fluids.']"
76,Muscle cramp,https://www.mayoclinic.org/diseases-conditions/muscle-cramp/symptoms-causes/syc-20350820,"A muscle cramp is a sudden and involuntary contraction of one or more of your muscles. If you've ever been awakened in the night or stopped in your tracks by a sudden charley horse, you know that muscle cramps can cause severe pain. Though generally harmless, muscle cramps can make it temporarily impossible to use the affected muscle.","['Cause severe discomfort', 'Are associated with leg swelling, redness or skin changes', 'Are associated with muscle weakness', 'Happen frequently', ""Don't improve with self-care"", ""Aren't associated with an obvious cause, such as strenuous exercise""]","[""Stretch and massage. Stretch the cramped muscle and gently rub it to help it relax. For a calf cramp, put your weight on your cramped leg and bend your knee slightly. If you're unable to stand, sit on the floor or in a chair with your affected leg extended.\nTry pulling the top of your foot on the affected side toward your head while your leg remains in a straightened position. This will also help ease a back thigh (hamstring) cramp. For a front thigh (quadriceps) cramp, use a chair to steady yourself and try pulling your foot on the affected side up toward your buttock."", 'Apply heat or cold. Use a warm towel or heating pad on tense or tight muscles. Taking a warm bath or directing the stream of a hot shower onto the cramped muscle also can help. Alternatively, massaging the cramped muscle with ice may relieve pain.']"
77,Muscle strains,https://www.mayoclinic.org/diseases-conditions/muscle-strains/symptoms-causes/syc-20450507,"A muscle strain is an injury to a muscle or a tendon — the fibrous tissue that connects muscles to bones. Minor injuries may only overstretch a muscle or tendon, while more severe injuries may involve partial or complete tears in these tissues.","['Pain or tenderness', 'Redness or bruising', 'Limited motion', 'Muscle spasms', 'Swelling', 'Muscle weakness']",[]
78,Muscular dystrophy,https://www.mayoclinic.org/diseases-conditions/muscular-dystrophy/symptoms-causes/syc-20375388,"Muscular dystrophy is a group of diseases that cause progressive weakness and loss of muscle mass. In muscular dystrophy, abnormal genes (mutations) interfere with the production of proteins needed to form healthy muscle.","['Frequent falls', 'Difficulty rising from a lying or sitting position', 'Trouble running and jumping', 'Waddling gait', 'Walking on the toes', 'Large calf muscles', 'Muscle pain and stiffness', 'Learning disabilities', 'Delayed growth']",[]
79,Myasthenia gravis,https://www.mayoclinic.org/diseases-conditions/myasthenia-gravis/symptoms-causes/syc-20352036,Myasthenia gravis (my-us-THEE-nee-uh GRAY-vis) is characterized by weakness and rapid fatigue of any of the muscles under your voluntary control. It's caused by a breakdown in the normal communication between nerves and muscles.,"['Drooping of one or both eyelids (ptosis)', 'Double vision (diplopia), which may be horizontal or vertical, and improves or resolves when one eye is closed']","['Adjust your eating routine. Try to eat when you have good muscle strength. Take your time chewing your food, and take a break between bites of food. You might find it easier to eat small meals several times a day. Also, try eating mainly soft foods and avoid foods that require more chewing, such as raw fruits or vegetables.', 'Use safety precautions at home. Install grab bars or railings in places where you need support, such as next to the bathtub or next to steps. Keep your floors clean, and move area rugs. Outside your home, keep paths, sidewalks and driveways cleared of leaves, snow and other debris that could cause you to stumble.', 'Use electric appliances and power tools. To help you maintain your energy, try using an electric toothbrush, electric can openers and other electrical tools to perform tasks.', 'Wear an eye patch. If you have double vision, an eye patch can help relieve the problem. Try wearing one to write, read or watch television. Periodically switch the eye patch to the other eye to help reduce eyestrain.', 'Plan. If you have chores, shopping or errands to do, plan the activity for when you have the most energy.']"
80,Myelodysplastic syndromes,https://www.mayoclinic.org/diseases-conditions/myelodysplastic-syndrome/symptoms-causes/syc-20366977,Myelodysplastic syndromes are a group of disorders caused by blood cells that are poorly formed or don't work properly. Myelodysplastic syndromes result from something amiss in the spongy material inside your bones where blood cells are made (bone marrow).,"['Fatigue', 'Shortness of breath', 'Unusual paleness (pallor), which occurs due to a low red blood cell count (anemia)', 'Easy or unusual bruising or bleeding, which occurs due to a low blood platelet count (thrombocytopenia)', 'Pinpoint-sized red spots just beneath the skin that are caused by bleeding (petechiae)', 'Frequent infections, which occur due to a low white blood cell count (leukopenia)']","[""Wash your hands. Wash hands frequently and thoroughly with warm, soapy water, especially before eating or preparing food. Carry an alcohol-based hand sanitizer for times when water isn't available."", ""Take care with food. Thoroughly cook all meat and fish. Avoid fruits and vegetables you can't peel, especially lettuce, and wash all produce you do use before peeling it. To increase safety, you might want to avoid all raw foods."", 'Avoid people who are ill. Try to avoid close contact with anyone who is sick, including family members and co-workers.']"
