,disease,link,overview,symptoms,remedies
43,Peripheral neuropathy,https://www.mayoclinic.org/diseases-conditions/peripheral-neuropathy/symptoms-causes/syc-20352061,"Peripheral neuropathy, a result of damage to the nerves located outside of the brain and spinal cord (peripheral nerves), often causes weakness, numbness and pain, usually in the hands and feet. It can also affect other areas and body functions including digestion, urination and circulation.","['Sensory nerves that receive sensation, such as temperature, pain, vibration or touch, from the skin', 'Motor nerves that control muscle movement', 'Autonomic nerves that control functions such as blood pressure, perspiration, heart rate, digestion and bladder function']","['Take care of your feet, especially if you have diabetes. Check daily for blisters, cuts or calluses. Wear soft, loose cotton socks and padded shoes. You can use a semicircular hoop, which is available in medical supply stores, to keep bedcovers off hot or sensitive feet.', 'Exercise. Regular exercise, such as walking three times a week, can reduce neuropathy pain, improve muscle strength and help control blood sugar levels. Gentle routines such as yoga and tai chi might also help.', 'Quit smoking. Cigarette smoking can affect circulation, increasing the risk of foot problems and other neuropathy complications.', 'Eat healthy meals. Good nutrition is especially important to ensure that you get essential vitamins and minerals. Include fruits, vegetables, whole grains and lean protein in your diet.', 'Avoid excessive alcohol. Alcohol can worsen peripheral neuropathy.', 'Monitor your blood glucose levels. If you have diabetes, this will help keep your blood glucose under control and might help improve your neuropathy.']"
44,"Peripheral vascular disease, also known as
Peripheral artery disease (PAD)",https://www.mayoclinic.org/diseases-conditions/peripheral-artery-disease/symptoms-causes/syc-20350557,Peripheral artery disease (also called peripheral arterial disease) is a common condition in which narrowed arteries reduce blood flow to the arms or legs.,"['Coldness in the lower leg or foot, especially when compared with the other side', 'Leg numbness or weakness', 'No pulse or a weak pulse in the legs or feet', 'Painful cramping in one or both of the hips, thighs or calf muscles after certain activities, such as walking or climbing stairs', 'Shiny skin on the legs', 'Skin color changes on the legs', 'Slower growth of the toenails', ""Sores on the toes, feet or legs that won't heal"", 'Pain when using the arms, such as aching and cramping when knitting, writing or doing other manual tasks', 'Erectile dysfunction', 'Hair loss or slower hair growth on the legs']","[""Don't smoke. Smoking damages the arteries. It increases the risk for peripheral artery disease (PAD). If you have PAD, smoking can make the condition worse. If you need help quitting smoking, ask your care provider about strategies and medications that can help."", 'Eat a healthy diet. A heart-healthy diet low in saturated fat helps control blood pressure and cholesterol levels.', 'Avoid certain cold and sinus medications. Products that contain pseudoephedrine (Advil Cold and Sinus, Sudafed, others) tighten blood vessels and may increase PAD symptoms.']"
45,Peritonitis,https://www.mayoclinic.org/diseases-conditions/peritonitis/symptoms-causes/syc-20376247,Peritonitis is inflammation of the peritoneum — a silk-like membrane that lines your inner abdominal wall and covers the organs within your abdomen — that is usually due to a bacterial or fungal infection. There are two types of peritonitis:,"['Abdominal pain or tenderness', 'Bloating or a feeling of fullness in your abdomen', 'Fever', 'Nausea and vomiting', 'Loss of appetite', 'Diarrhea', 'Low urine output', 'Thirst', 'Inability to pass stool or gas', 'Fatigue', 'Confusion']",[]
46,"Pernicious anemia, also known as
Vitamin deficiency anemia",https://www.mayoclinic.org/diseases-conditions/vitamin-deficiency-anemia/symptoms-causes/syc-20355025,Vitamin deficiency anemia is a lack of healthy red blood cells caused by lower than usual amounts of vitamin B-12 and folate.,"['Fatigue', 'Shortness of breath', 'Dizziness', 'Pale or yellowish skin', 'Irregular heartbeats', 'Weight loss', 'Numbness or tingling in the hands and feet', 'Muscle weakness', 'Personality changes', 'Unsteady movements', 'Mental confusion or forgetfulness']",[]
47,"Pernio, also known as
Chilblains",https://www.mayoclinic.org/diseases-conditions/chilblains/symptoms-causes/syc-20351097,"Chilblains (CHILL-blayns) are the painful inflammation of small blood vessels in your skin that occur in response to repeated exposure to cold but not freezing air. Also known as pernio, chilblains can cause itching, red patches, swelling and blistering on your hands and feet.","['Small, itchy red areas on your skin, often on your feet or hands', 'Possible blistering or skin ulcers', 'Swelling of your skin', 'Burning sensation on your skin', 'Changes in skin color from red to dark blue, accompanied by pain']","['Rewarming affected skin gently, without massaging, rubbing or applying direct heat', 'Avoiding cold exposure whenever possible', 'Keeping your affected skin dry and warm, but away from sources of heat', 'Applying lotion to alleviate itching', 'Making sure the affected skin is cleaned with an antiseptic and gently bandaged to prevent infection', 'Avoiding scratching', 'Quitting smoking, as smoking can constrict your blood vessels and slow wound healing']"
48,"Peroneal muscular atrophy, also known as
Charcot-Marie-Tooth disease",https://www.mayoclinic.org/diseases-conditions/charcot-marie-tooth-disease/symptoms-causes/syc-20350517,Charcot (shahr-KOH)-Marie-Tooth disease is a group of inherited disorders that cause nerve damage. This damage is mostly in the arms and legs (peripheral nerves). Charcot-Marie-Tooth disease is also called hereditary motor and sensory neuropathy.,"['Weakness in your legs, ankles and feet', 'Loss of muscle bulk in your legs and feet', 'High foot arches', 'Curled toes (hammertoes)', 'Decreased ability to run', 'Difficulty lifting your foot at the ankle (footdrop)', 'Awkward or higher than normal step (gait)', 'Frequent tripping or falling', 'Decreased sensation or a loss of feeling in your legs and feet']","[""Stretch regularly. Stretching can help improve or maintain the range of motion of your joints and reduce the risk of injury. It's also helpful in improving your flexibility, balance and coordination. If you have Charcot-Marie-Tooth disease, regular stretching can prevent or reduce joint deformities that may result from uneven pulling of muscle on your bones."", 'Exercise daily. Regular exercise keeps your bones and muscles strong. Low-impact exercises, such as biking and swimming, are less stressful on fragile muscles and joints. By strengthening your muscles and bones, you can improve your balance and coordination, reducing your risk of falls.', 'Improve your stability. Muscle weakness associated with Charcot-Marie-Tooth disease may cause you to be unsteady on your feet, resulting in falls and serious injury. Walking with a cane or a walker can increase your stability. Good lighting at night can help you avoid stumbling and falling.']"
49,Persistent depressive disorder (dysthymia),https://www.mayoclinic.org/diseases-conditions/persistent-depressive-disorder/symptoms-causes/syc-20350929,"Persistent depressive disorder, also called dysthymia (dis-THIE-me-uh), is a continuous long-term (chronic) form of depression. You may lose interest in normal daily activities, feel hopeless, lack productivity, and have low self-esteem and an overall feeling of inadequacy. These feelings last for years and may significantly interfere with your relationships, school, work and daily activities.","['Loss of interest in daily activities', 'Sadness, emptiness or feeling down', 'Hopelessness', 'Tiredness and lack of energy', 'Low self-esteem, self-criticism or feeling incapable', 'Trouble concentrating and trouble making decisions', 'Irritability or excessive anger', 'Decreased activity, effectiveness and productivity', 'Avoidance of social activities', 'Feelings of guilt and worries over the past', 'Poor appetite or overeating', 'Sleep problems']","[""Stick to your treatment plan. Don't skip psychotherapy sessions or appointments, and even if you're feeling well, don't skip your medications. Give yourself time to improve gradually."", 'Learn about persistent depressive disorder. Education about your condition can empower you and motivate you to stick to your treatment plan. Encourage your family to learn about the disorder to help them understand and support you.', 'Pay attention to warning signs. Work with your doctor or therapist to learn what might trigger your symptoms. Make a plan so that you know what to do if symptoms get worse or return. Contact your doctor or therapist if you notice any changes in symptoms or how you feel. Consider involving family members or friends to watch for warning signs.', ""Take care of yourself. Eat healthy, be physically active and get plenty of sleep. Consider walking, jogging, swimming, gardening or another activity that you enjoy. Sleeping well is important for both your physical and mental well-being. If you're having trouble sleeping, talk to your doctor about what you can do."", 'Avoid alcohol and recreational drugs. It may seem like alcohol or drugs lessen depression-related symptoms, but in the long run they generally worsen depression and make it harder to treat. Talk with your doctor or therapist if you need help dealing with alcohol or drug use.']"
50,Persistent post-concussive symptoms (Post-concussion syndrome),https://www.mayoclinic.org/diseases-conditions/post-concussion-syndrome/symptoms-causes/syc-20353352,"Persistent post-concussive symptoms, also called post-concussion syndrome, occurs when concussion symptoms last beyond the expected recovery period after the initial injury. The usual recovery period is weeks to months. These symptoms may include headaches, dizziness, and problems with concentration and memory.","['Headaches', 'Dizziness', 'Fatigue', 'Irritability', 'Anxiety', 'Insomnia', 'Loss of concentration and memory', 'Ringing in the ears', 'Blurry vision', 'Noise and light sensitivity', 'Rarely, decreases in taste and smell']",[]
51,"Personality disorder, antisocial, also known as
Antisocial personality disorder",https://www.mayoclinic.org/diseases-conditions/antisocial-personality-disorder/symptoms-causes/syc-20353928,"Antisocial personality disorder, sometimes called sociopathy, is a mental disorder in which a person consistently shows no regard for right and wrong and ignores the rights and feelings of others. People with antisocial personality disorder tend to antagonize, manipulate or treat others harshly or with callous indifference. They show no guilt or remorse for their behavior.","['Disregard for right and wrong', 'Persistent lying or deceit to exploit others', 'Being callous, cynical and disrespectful of others', 'Using charm or wit to manipulate others for personal gain or personal pleasure', 'Arrogance, a sense of superiority and being extremely opinionated', 'Recurring problems with the law, including criminal behavior', 'Repeatedly violating the rights of others through intimidation and dishonesty', 'Impulsiveness or failure to plan ahead', 'Hostility, significant irritability, agitation, aggression or violence', 'Lack of empathy for others and lack of remorse about harming others', 'Unnecessary risk-taking or dangerous behavior with no regard for the safety of self or others', 'Poor or abusive relationships', 'Failure to consider the negative consequences of behavior or learn from them', 'Being consistently irresponsible and repeatedly failing to fulfill work or financial obligations']",[]
52,"Personality disorder, borderline, also known as
Borderline personality disorder",https://www.mayoclinic.org/diseases-conditions/borderline-personality-disorder/symptoms-causes/syc-20370237,"Borderline personality disorder is a mental health disorder that impacts the way you think and feel about yourself and others, causing problems functioning in everyday life. It includes self-image issues, difficulty managing emotions and behavior, and a pattern of unstable relationships.","['An intense fear of abandonment, even going to extreme measures to avoid real or imagined separation or rejection', ""A pattern of unstable intense relationships, such as idealizing someone one moment and then suddenly believing the person doesn't care enough or is cruel"", ""Rapid changes in self-identity and self-image that include shifting goals and values, and seeing yourself as bad or as if you don't exist at all"", 'Periods of stress-related paranoia and loss of contact with reality, lasting from a few minutes to a few hours', 'Impulsive and risky behavior, such as gambling, reckless driving, unsafe sex, spending sprees, binge eating or drug abuse, or sabotaging success by suddenly quitting a good job or ending a positive relationship', 'Suicidal threats or behavior or self-injury, often in response to fear of separation or rejection', 'Wide mood swings lasting from a few hours to a few days, which can include intense happiness, irritability, shame or anxiety', 'Ongoing feelings of emptiness', 'Inappropriate, intense anger, such as frequently losing your temper, being sarcastic or bitter, or having physical fights']",[]
53,"Personality disorder, narcissistic, also known as
Narcissistic personality disorder",https://www.mayoclinic.org/diseases-conditions/narcissistic-personality-disorder/symptoms-causes/syc-20366662,"Narcissistic personality disorder — one of several types of personality disorders — is a mental condition in which people have an inflated sense of their own importance, a deep need for excessive attention and admiration, troubled relationships, and a lack of empathy for others. But behind this mask of extreme confidence lies a fragile self-esteem that's vulnerable to the slightest criticism.","['Have an exaggerated sense of self-importance', 'Have a sense of entitlement and require constant, excessive admiration', 'Expect to be recognized as superior even without achievements that warrant it', 'Exaggerate achievements and talents', 'Be preoccupied with fantasies about success, power, brilliance, beauty or the perfect mate', 'Believe they are superior and can only associate with equally special people', 'Monopolize conversations and belittle or look down on people they perceive as inferior', 'Expect special favors and unquestioning compliance with their expectations', 'Take advantage of others to get what they want', 'Have an inability or unwillingness to recognize the needs and feelings of others', 'Be envious of others and believe others envy them', 'Behave in an arrogant or haughty manner, coming across as conceited, boastful and pretentious', 'Insist on having the best of everything — for instance, the best car or office']","['Keep an open mind. Focus on the rewards of treatment.', 'Stick to your treatment plan. Attend scheduled therapy sessions and take any medications as directed. Remember, it can be hard work and you may have occasional setbacks.', 'Get treatment for alcohol or drug misuse or other mental health problems. Your addictions, depression, anxiety and stress can feed off each other, leading to a cycle of emotional pain and unhealthy behavior.', 'Stay focused on your goal. Stay motivated by keeping your goals in mind and reminding yourself that you can work to repair damaged relationships and become more content with your life.']"
54,"Personality disorder, schizoid, also known as
Schizoid personality disorder",https://www.mayoclinic.org/diseases-conditions/schizoid-personality-disorder/symptoms-causes/syc-20354414,Schizoid personality disorder is an uncommon condition in which people avoid social activities and consistently shy away from interaction with others. They also have a limited range of emotional expression.,"['Prefer being alone and choose to do activities alone', ""Don't want or enjoy close relationships"", 'Feel little if any desire for sexual relationships', ""Feel like you can't experience pleasure"", 'Have difficulty expressing emotions and reacting appropriately to situations', 'May seem humorless, indifferent or emotionally cold to others', 'May appear to lack motivation and goals', ""Don't react to praise or critical remarks from others""]",[]
55,"Personality disorder, schizotypal, also known as
Schizotypal personality disorder",https://www.mayoclinic.org/diseases-conditions/schizotypal-personality-disorder/symptoms-causes/syc-20353919,"People with schizotypal personality disorder are often described as odd or eccentric and usually have few, if any, close relationships. They generally don't understand how relationships form or the impact of their behavior on others. They may also misinterpret others' motivations and behaviors and develop significant distrust of others.","['Being a loner and lacking close friends outside of the immediate family', 'Flat emotions or limited or inappropriate emotional responses', 'Persistent and excessive social anxiety', 'Incorrect interpretation of events, such as a feeling that something that is actually harmless or inoffensive has a direct personal meaning', 'Peculiar, eccentric or unusual thinking, beliefs or mannerisms', 'Suspicious or paranoid thoughts and constant doubts about the loyalty of others', 'Belief in special powers, such as mental telepathy or superstitions', ""Unusual perceptions, such as sensing an absent person's presence or having illusions"", 'Dressing in peculiar ways, such as appearing unkempt or wearing oddly matched clothes', 'Peculiar style of speech, such as vague or unusual patterns of speaking, or rambling oddly during conversations']",[]
56,Personality disorders,https://www.mayoclinic.org/diseases-conditions/personality-disorders/symptoms-causes/syc-20354463,"A personality disorder is a type of mental disorder in which you have a rigid and unhealthy pattern of thinking, functioning and behaving. A person with a personality disorder has trouble perceiving and relating to situations and people. This causes significant problems and limitations in relationships, social activities, work and school.","['Pervasive distrust and suspicion of others and their motives', 'Unjustified belief that others are trying to harm or deceive you', 'Unjustified suspicion of the loyalty or trustworthiness of others', 'Hesitancy to confide in others due to unreasonable fear that others will use the information against you', 'Perception of innocent remarks or nonthreatening situations as personal insults or attacks', 'Angry or hostile reaction to perceived slights or insults', 'Tendency to hold grudges', 'Unjustified, recurrent suspicion that spouse or sexual partner is unfaithful']","[""Be an active participant in your care. This can help your efforts to manage your personality disorder. Don't skip therapy sessions, even if you don't feel like going. Think about your goals for treatment and work toward achieving them."", ""Take your medications as directed. Even if you're feeling well, don't skip your medications. If you stop, symptoms may come back. You could also experience withdrawal-like symptoms from stopping a medication too suddenly."", 'Learn about your condition. Education about your condition can empower you and motivate you to stick to your treatment plan.', 'Get active. Physical activity can help manage many symptoms, such as depression, stress and anxiety. Activity can also counteract the effects of some psychiatric medications that may cause weight gain. Consider walking, jogging, swimming, gardening or taking up another form of physical activity that you enjoy.', 'Avoid drugs and alcohol. Alcohol and street drugs can worsen personality disorder symptoms or interact with medications.', ""Get routine medical care. Don't neglect checkups or skip visits to your primary care professional, especially if you aren't feeling well. You may have a new health problem that needs to be addressed, or you may be experiencing side effects of medication.""]"
57,"Pertussis, also known as
Whooping cough",https://www.mayoclinic.org/diseases-conditions/whooping-cough/symptoms-causes/syc-20378973,"Whooping cough (pertussis) is a highly contagious respiratory tract infection. In many people, it's marked by a severe hacking cough followed by a high-pitched intake of breath that sounds like ""whoop.""","['Runny nose', 'Nasal congestion', 'Red, watery eyes', 'Fever', 'Cough']","['Get plenty of rest. A cool, quiet and dark bedroom may help you relax and rest better.', 'Drink plenty of fluids. Water, juice and soups are good choices. In children, especially, watch for signs of dehydration, such as dry lips, crying without tears and infrequent urination.', 'Eat smaller meals. To avoid vomiting after coughing, eat smaller, more-frequent meals rather than large ones.', 'Clean the air. Keep your home free of irritants that can trigger coughing spells, such as tobacco smoke and fumes from fireplaces.', 'Prevent transmission. Cover your cough and wash your hands often; if you must be around others, wear a mask.']"
58,"Pes planus, also known as
Flatfeet",https://www.mayoclinic.org/diseases-conditions/flatfeet/symptoms-causes/syc-20372604,"Flatfeet is a common condition, also known as flatfoot, in which the arches on the inside of the feet flatten when pressure is put on them. When people with flatfeet stand up, the feet point outward, and the entire soles of the feet fall and touch the floor.","['Obesity', 'Injury to the foot or ankle', 'Rheumatoid arthritis', 'Aging', 'Diabetes']","['Rest. Avoid activities that aggravate the condition. Participate in low-impact activities — such as walking, biking or swimming — rather than jumping and running activities.', 'Arch supports. Arch supports that are available without a prescription might increase your comfort.', 'Medications. Pain relievers that are available without a prescription, such as ibuprofen (Advil, Motrin IB, others) and naproxen sodium (Aleve) might help.', 'Weight loss. Losing weight can reduce stress on the feet.']"
59,Pet allergy,https://www.mayoclinic.org/diseases-conditions/pet-allergy/symptoms-causes/syc-20352192,"Pet allergy is an allergic reaction to proteins found in an animal's skin cells, saliva or urine. Signs of pet allergy include those common to hay fever, such as sneezing and runny nose. Some people may also experience signs of asthma, such as wheezing and difficulty breathing.","['Sneezing', 'Runny nose', 'Itchy, red or watery eyes', 'Nasal congestion', 'Itchy nose, roof of mouth or throat', 'Postnasal drip', 'Cough', 'Facial pressure and pain', 'Frequent awakening', 'Swollen, blue-colored skin under your eyes', 'In a child, frequent upward rubbing of the nose']","['Clean. Have someone without pet allergies clean the entire house, including a thorough washing of the ceilings and walls.', ""Replace or move upholstered furniture. Replace upholstered furniture if possible, as cleaning won't remove all pet allergens from upholstery. Move upholstered furniture from your bedroom into another area of your home."", 'Replace carpets. If possible, replace carpeting, particularly in your bedroom.', ""Replace bedding. Replace sheets, blankets and other bedcovers, because it's difficult to wash away pet allergens completely. Replace bed pillows. If you can't replace your mattress and box spring, encase them in allergen-blocking covers."", 'Use high-efficiency filters. High-efficiency particulate air (HEPA) filters for your air ducts may trap allergens in the air, and HEPA vacuum bags may reduce the amount of dander rustled up by your cleaning. HEPA air purifiers also may reduce airborne pet allergens.']"
60,"Petit mal seizure, also known as
Absence seizure",https://www.mayoclinic.org/diseases-conditions/petit-mal-seizure/symptoms-causes/syc-20359683,"Absence seizures involve brief, sudden lapses of consciousness. They're more common in children than in adults.","['Sudden stop in motion without falling', 'Lip smacking', 'Eyelid flutters', 'Chewing motions', 'Finger rubbing', 'Small movements of both hands']","[""Take medication correctly. Don't adjust the dosage before talking to your doctor. If you feel your medication should be changed, discuss it with your doctor."", 'Get enough sleep. Lack of sleep can trigger seizures. Be sure to get adequate rest every night.', 'Wear a medical alert bracelet. This will help emergency personnel know how to treat you correctly if you have another seizure.', ""Ask your doctor about driving or recreation restrictions. Someone with a seizure disorder will have to be seizure-free for reasonable lengths of time (intervals vary from state to state) before being able to drive. Don't bathe or swim unless someone else is nearby to help if needed.""]"
61,Peyronie's disease,https://www.mayoclinic.org/diseases-conditions/peyronies-disease/symptoms-causes/syc-20353468,"Peyronie's (pay-roe-NEEZ) disease is a noncancerous condition resulting from fibrous scar tissue that develops on the penis and causes curved, painful erections. Penises vary in shape and size, and having a curved erection isn't necessarily a cause for concern. But Peyronie's disease causes a significant bend or pain in some men.","[""Scar tissue. The scar tissue associated with Peyronie's disease — called plaque but different from plaque that can build up in blood vessels — can be felt under the skin of the penis as flat lumps or a band of hard tissue."", 'A significant bend to the penis. Your penis might curve upward or downward or bend to one side.', ""Erection problems. Peyronie's disease might cause problems getting or maintaining an erection (erectile dysfunction). But, often men report erectile dysfunction before the beginning of Peyronie's disease symptoms."", ""Shortening of the penis. Your penis might become shorter as a result of Peyronie's disease."", 'Pain. You might have penile pain, with or without an erection.', ""Other penile deformity. In some men with Peyronie's disease, the erect penis might have narrowing, indentations or even an hourglass-like appearance, with a tight, narrow band around the shaft.""]",[]
62,Phantom pain,https://www.mayoclinic.org/diseases-conditions/phantom-pain/symptoms-causes/syc-20376272,"Phantom pain is pain that feels like it's coming from a body part that's no longer there. Doctors once believed this post-amputation phenomenon was a psychological problem, but experts now recognize that these real sensations originate in the spinal cord and brain.","['Onset within the first week after amputation, though it can be delayed by months or longer', 'Pain that comes and goes or is continuous', 'Symptoms affecting the part of the limb farthest from the body, such as the foot of an amputated leg', 'Pain that may be described as shooting, stabbing, cramping, pins and needles, crushing, throbbing, or burning']","['Look for distractions. Find activities that take your focus off the pain, such as reading or listening to music.', 'Stay physically active. Get your exercise by doing activities that you enjoy, such as gardening, walking, swimming or cycling.', ""Take your medications. Follow your doctor's directions in taking prescribed and over-the-counter pain medications. If you try herbal and other alternative medications, be sure to tell your doctor."", 'Find ways to relax. Practice activities that reduce your emotional and muscular tension. Take a warm bath — not too hot, as heat may aggravate the pain. Lie down and follow helpful relaxation techniques, such as rhythmic breathing, meditation or visualization.', 'Seek support from other people. Find ways to get closer to others. Call friends, or join a support group or a group involved in your favorite hobby.']"
63,"Pharyngitis, also known as
Sore throat",https://www.mayoclinic.org/diseases-conditions/sore-throat/symptoms-causes/syc-20351635,"A sore throat is pain, scratchiness or irritation of the throat that often worsens when you swallow. The most common cause of a sore throat (pharyngitis) is a viral infection, such as a cold or the flu. A sore throat caused by a virus resolves on its own.","['Pain or a scratchy sensation in the throat', 'Pain that worsens with swallowing or talking', 'Difficulty swallowing', 'Sore, swollen glands in your neck or jaw', 'Swollen, red tonsils', 'White patches or pus on your tonsils', 'A hoarse or muffled voice']","['Rest. Get plenty of sleep. Rest your voice, too.', 'Drink fluids. Fluids keep the throat moist and prevent dehydration. Avoid caffeine and alcohol, which can dehydrate you.', ""Try comforting foods and beverage. Warm liquids — broth, caffeine-free tea or warm water with honey — and cold treats such as ice pops can soothe a sore throat. Don't give honey to children younger than age 1."", 'Gargle with saltwater. A saltwater gargle of 1/4 to 1/2 teaspoon (1250 to 2500 milligrams) of table salt to 4 to 8 ounces (120 to 240 milliliters) of warm water can help soothe a sore throat. Children older than 6 and adults can gargle the solution and then spit it out.', ""Humidify the air. Use a cool-air humidifier to eliminate dry air that may further irritate a sore throat, being sure to clean the humidifier regularly so it doesn't grow mold or bacteria. Or sit for several minutes in a steamy bathroom."", ""Consider lozenges or hard candy. Either can soothe a sore throat, but don't give them to children age 4 and younger because of choking risk."", 'Avoid irritants. Keep your home free from cigarette smoke and cleaning products that can irritate the throat.', ""Stay at home until you're no longer sick. This can help protect others from catching a cold or other virus.""]"
64,Phenylketonuria (PKU),https://www.mayoclinic.org/diseases-conditions/phenylketonuria/symptoms-causes/syc-20376302,"Phenylketonuria (fen-ul-key-toe-NU-ree-uh), also called PKU, is a rare inherited disorder that causes an amino acid called phenylalanine to build up in the body. PKU is caused by a change in the phenylalanine hydroxylase (PAH) gene. This gene helps create the enzyme needed to break down phenylalanine.","['A musty odor in the breath, skin or urine, caused by too much phenylalanine in the body', 'Nervous system (neurological) problems that may include seizures', 'Skin rashes, such as eczema', ""Lighter skin, hair and eye color than family members, because phenylalanine can't transform into melanin — the pigment responsible for hair and skin tone"", 'Unusually small head size (microcephaly)', 'Hyperactivity', 'Intellectual disability', 'Delayed development', 'Behavioral, emotional and social problems', 'Mental health disorders']","['Stay informed. Knowing the facts about PKU can help you take charge of the situation. Discuss any questions with your pediatrician, family health care provider, geneticist or dietitian. Read books and cookbooks specifically written for people with PKU.', 'Learn from other families. Ask your health care provider about local or online support groups for people living with PKU. Talking with others who have mastered similar challenges can be helpful. The National PKU Alliance is an online support group for families and adults with PKU.', 'Get help with menu planning. A registered dietitian with experience in PKU can help you devise delicious low-phenylalanine dinners. Your dietitian may also have great ideas for holiday meals and birthdays.', 'Plan ahead when you eat out. A meal at the local restaurant gives you a break from the kitchen and can be fun for the whole family. Most places offer something that fits into the PKU diet. But you may want to call ahead and ask about the menu or bring food from home.', 'Find sources of financial aid. Ask your health care provider or dietitian if there are programs or insurance plans that help cover the high costs of formula and low-protein foods. Also, see if your local school lunch program will make adjustments for special dietary needs.', ""Don't focus on food. Making mealtime about family time can take some of the focus off food. Try family conversations or games while eating. Encourage children with PKU to focus on sports, music or favorite hobbies, not on just what they can and can't eat. Also consider creating holiday traditions that center on special projects and activities, not just food."", ""Let your child help manage the diet as early as possible. Toddlers can make choices about which cereal, fruit or vegetable they'd like to eat and help measure out portions. They can also help themselves to pre-measured snacks. Older children can help with menu planning, pack their own lunches and keep their own food records."", 'Make your grocery list and meals with the whole family in mind. A cupboard full of restricted foods can be tempting to a child or adult with PKU, so try to focus on foods that everyone can eat. Serve stir-fried vegetables that are lower in protein. If the other family members wish, they can add peas, corn, meat and rice. Or set up a salad bar with low-protein and moderate-protein options. You can also serve the whole family a delicious low-phenylalanine soup or curry.', ""Be prepared for potlucks, picnics and car trips. Plan ahead, so there's always a PKU-friendly food option. Pack snacks of fresh fruits or lower protein crackers. Take fruit kebabs or vegetable skewers to a cookout, and make a low-phenylalanine salad for the neighborhood potluck. Other parents, friends and family members will likely make adjustments and be helpful if you explain the dietary restrictions."", ""Talk to teachers and other staff in your child's school. Your child's teachers and cafeteria staff can be a big help with the PKU diet if you take the time to explain its importance and how it works. By working with your child's teachers, you can also plan ahead for special school events and parties so that your child always has a treat to eat.""]"
65,Pheochromocytoma,https://www.mayoclinic.org/diseases-conditions/pheochromocytoma/symptoms-causes/syc-20355367,"A pheochromocytoma (fee-o-kroe-moe-sy-TOE-muh) is a rare, usually noncancerous (benign) tumor that develops in an adrenal gland. You have two adrenal glands — one located at the top of each kidney. The adrenal glands are part of the body's hormone-producing (endocrine) system. The endocrine system also includes the pituitary gland, thyroid gland, parathyroid glands, pancreas, ovaries (in females) and testicles (in males).","['High blood pressure', 'Headache', 'Heavy sweating', 'Rapid heartbeat', 'Tremors', 'Pallor', 'Shortness of breath', 'Panic attack-type symptoms']",[]
66,"Phlebitis, also known as
Thrombophlebitis",https://www.mayoclinic.org/diseases-conditions/thrombophlebitis/symptoms-causes/syc-20354607,"Thrombophlebitis (throm-boe-fluh-BY-tis) is an inflammatory process that causes a blood clot to form and block one or more veins, usually in the legs. The affected vein might be near the surface of the skin (superficial thrombophlebitis) or deep within a muscle (deep vein thrombosis, or DVT).","['Warmth, tenderness and pain in the affected area', 'Redness and swelling']","['Use a warm washcloth to apply heat to the involved area several times daily', 'Keep your leg raised when sitting or lying down', 'Use a nonsteroidal anti-inflammatory drug (NSAID), such as ibuprofen (Advil, Motrin IB, others) or naproxen sodium (Aleve, others), if recommended by your doctor']"
67,"Phobia, social, also known as
Social anxiety disorder (social phobia)",https://www.mayoclinic.org/diseases-conditions/social-anxiety-disorder/symptoms-causes/syc-20353561,"It's normal to feel nervous in some social situations. For example, going on a date or giving a presentation may cause that feeling of butterflies in your stomach. But in social anxiety disorder, also called social phobia, everyday interactions cause significant anxiety, self-consciousness and embarrassment because you fear being scrutinized or judged negatively by others.","['Fear of situations in which you may be judged negatively', 'Worry about embarrassing or humiliating yourself', 'Intense fear of interacting or talking with strangers', 'Fear that others will notice that you look anxious', 'Fear of physical symptoms that may cause you embarrassment, such as blushing, sweating, trembling or having a shaky voice', 'Avoidance of doing things or speaking to people out of fear of embarrassment', 'Avoidance of situations where you might be the center of attention', 'Anxiety in anticipation of a feared activity or event', 'Intense fear or anxiety during social situations', 'Analysis of your performance and identification of flaws in your interactions after a social situation', 'Expectation of the worst possible consequences from a negative experience during a social situation']","['Learn stress-reduction skills.', 'Get physical exercise or be physically active on a regular basis.', 'Get enough sleep.', 'Eat a healthy, well-balanced diet.', 'Avoid alcohol.', 'Limit or avoid caffeine.', 'Participate in social situations by reaching out to people with whom you feel comfortable.']"
68,"Pick's disease, also known as
Frontotemporal dementia",https://www.mayoclinic.org/diseases-conditions/frontotemporal-dementia/symptoms-causes/syc-20354737,"Frontotemporal dementia is an umbrella term for a group of brain disorders that primarily affect the frontal and temporal lobes of the brain. These areas of the brain are generally associated with personality, behavior and language.","['Increasingly inappropriate social behavior', ""Loss of empathy and other interpersonal skills, such as having sensitivity to another's feelings"", 'Lack of judgment', 'Loss of inhibition', 'Lack of interest (apathy), which can be mistaken for depression', 'Repetitive compulsive behavior, such as tapping, clapping or smacking lips', 'A decline in personal hygiene', 'Changes in eating habits, usually overeating or developing a preference for sweets and carbohydrates', 'Eating inedible objects', 'Compulsively wanting to put things in the mouth']","['Avoiding events or activities that trigger the undesirable behavior', 'Removing negative environmental cues, such as the car keys', 'Maintaining a calm environment', 'Providing structured routines', 'Simplifying daily tasks', 'Distracting and redirecting attention from problem behaviors']"
